date,SP,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,SH2M,RH2M,Rainfall,T2M,T2MDEW,T2MWET,TSkin,T2M_RANGE,T2M_MAX,T2M_MIN,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
1981-05-25,97.04,3.2,5.99,0.29,5.7,239.25,6.1,93.0,10.91,7.3,6.24,6.77,7.25,4.52,9.3,4.77,4.4,7.38,0.34,7.04,239.94
1981-05-26,97.29,2.3,3.45,0.85,2.59,124.62,6.35,86.38,5.6,9.05,6.81,7.93,9.12,8.95,13.28,4.33,2.91,4.02,1.2,2.81,124.75
1981-05-27,97.57,4.4,6.98,1.09,5.9,225.75,6.71,90.0,5.02,9.34,7.73,8.54,9.53,5.82,12.26,6.44,5.77,8.66,1.59,7.06,226.5
1981-05-28,97.8,3.55,5.8,2.03,3.77,201.5,6.9,82.69,0.74,11.13,8.07,9.6,11.97,7.84,15.25,7.4,4.99,8.46,2.89,5.57,201.5
1981-05-29,98.2,4.34,6.58,2.17,4.41,204.56,8.0,92.81,2.98,11.34,10.31,10.83,11.4,6.55,14.69,8.14,6.05,8.01,4.47,3.54,205.38
1981-05-30,98.43,3.48,5.44,1.42,4.01,161.12,8.36,93.44,2.84,11.99,11.04,11.51,12.0,6.67,14.55,7.87,5.12,7.72,2.59,5.12,161.38
1981-05-31,98.34,4.7,6.18,1.59,4.59,196.38,8.36,91.88,5.43,12.24,11.03,11.64,12.3,8.04,15.21,7.17,6.38,8.27,2.57,5.7,196.75
1981-06-01,98.63,4.34,8.13,1.23,6.9,138.56,8.61,87.69,5.95,13.27,11.22,12.25,13.74,10.55,17.43,6.87,5.91,11.65,2.23,9.41,138.88
1981-06-02,98.16,6.98,9.07,4.31,4.75,188.25,8.24,88.38,8.84,12.69,10.76,11.73,12.89,6.73,15.83,9.11,9.4,11.35,6.52,4.83,189.0
1981-06-03,98.49,5.62,7.13,3.8,3.34,207.88,7.26,85.06,0.52,11.5,8.94,10.22,12.02,6.43,14.83,8.4,7.65,8.64,6.59,2.05,209.0
1981-06-04,98.16,7.39,10.6,4.32,6.29,218.25,7.26,93.0,4.68,9.98,8.91,9.44,9.87,3.62,12.0,8.38,10.07,13.7,6.85,6.85,219.62
1981-06-05,98.32,5.77,6.93,4.79,2.14,228.88,7.02,85.88,0.53,10.83,8.45,9.64,10.91,5.31,13.56,8.25,7.94,9.99,6.37,3.63,229.88
1981-06-06,98.17,8.78,11.65,6.2,5.45,230.25,7.57,90.25,5.79,11.15,9.56,10.36,11.18,3.96,13.48,9.52,11.77,15.1,8.89,6.21,231.88
1981-06-07,97.98,6.35,9.21,3.84,5.38,194.62,7.63,91.69,5.41,10.92,9.6,10.26,10.99,4.06,13.18,9.12,8.42,11.86,5.48,6.38,195.88
1981-06-08,97.25,9.12,11.07,6.52,4.55,216.19,8.42,89.75,3.59,12.62,10.94,11.78,12.77,3.85,14.49,10.64,12.09,13.94,9.4,4.54,217.38
1981-06-09,97.59,7.87,9.19,5.59,3.59,251.88,7.45,85.94,2.14,11.49,9.15,10.32,11.83,5.48,14.04,8.55,10.41,12.44,8.52,3.92,253.19
1981-06-10,98.65,6.3,8.37,4.38,3.98,223.56,6.96,88.44,8.22,10.26,8.38,9.32,10.45,5.65,12.93,7.29,8.47,11.12,7.43,3.69,224.44
1981-06-11,98.35,7.73,10.13,4.1,6.04,230.5,8.54,91.88,4.13,12.64,11.35,12.0,12.73,3.25,13.96,10.71,10.34,12.94,6.52,6.41,231.81
1981-06-12,99.5,2.2,4.02,0.91,3.12,182.19,8.67,86.56,0.93,14.01,11.7,12.86,14.57,7.13,17.46,10.33,3.31,6.45,1.27,5.16,182.31
1981-06-13,99.74,6.84,8.73,4.42,4.3,212.88,9.09,89.94,0.9,14.16,12.51,13.33,14.47,7.14,18.55,11.4,8.91,10.76,6.72,4.04,214.19
1981-06-14,99.41,6.3,7.48,4.76,2.73,233.81,9.64,91.94,1.54,14.62,13.31,13.97,15.08,6.83,18.54,11.71,8.1,9.23,6.91,2.32,235.19
1981-06-15,99.07,6.91,9.32,4.85,4.47,276.88,7.75,86.81,1.1,12.17,9.98,11.08,12.55,5.75,14.4,8.65,9.15,11.49,7.0,4.49,277.75
1981-06-16,99.45,6.66,8.0,5.05,2.95,313.25,6.16,77.94,0.04,10.51,6.71,8.61,10.96,7.42,13.84,6.42,9.14,9.91,7.54,2.38,313.81
1981-06-17,99.64,6.03,7.7,2.74,4.96,332.31,6.47,82.69,0.14,10.44,7.51,8.98,10.73,6.14,12.81,6.67,8.3,9.8,5.98,3.83,333.0
1981-06-18,99.86,3.31,4.77,1.77,3.0,312.06,6.41,86.69,0.61,9.5,7.3,8.4,9.8,5.67,12.21,6.54,4.76,5.97,3.61,2.36,312.19
1981-06-19,99.33,4.64,6.39,2.62,3.77,306.5,8.12,92.19,1.72,11.98,10.73,11.35,12.05,6.65,15.18,8.53,6.54,8.06,4.8,3.27,307.31
1981-06-20,99.48,4.38,5.89,2.93,2.96,244.62,7.81,85.5,0.22,12.62,10.16,11.39,13.01,6.53,15.81,9.29,6.16,7.01,5.3,1.72,245.56
1981-06-21,100.01,3.23,4.4,2.09,2.3,36.25,7.32,79.44,0.06,12.94,9.29,11.11,13.32,9.33,17.79,8.46,4.81,6.55,4.03,2.52,36.56
1981-06-22,99.9,2.79,5.19,0.47,4.73,209.62,8.67,80.62,0.02,15.18,11.68,13.43,15.4,11.91,21.05,9.13,4.04,7.12,0.52,6.6,225.44
1981-06-23,99.52,3.43,5.23,2.41,2.8,225.19,8.3,84.75,0.06,13.52,11.04,12.28,14.15,10.15,18.38,8.23,4.92,6.44,3.35,3.09,225.69
1981-06-24,99.11,4.73,6.48,2.67,3.81,250.38,7.87,83.06,0.83,13.13,10.23,11.68,13.44,7.45,16.61,9.15,6.88,7.78,5.57,2.21,251.38
1981-06-25,99.08,4.03,4.79,2.58,2.21,98.81,6.9,83.5,1.0,11.1,8.26,9.69,11.38,6.98,14.65,7.66,5.73,6.73,4.91,1.83,99.56
1981-06-26,98.87,4.69,6.59,2.53,4.06,25.62,6.04,80.25,0.49,9.87,6.37,8.12,10.43,7.79,13.75,5.95,6.71,7.95,5.6,2.34,26.88
1981-06-27,98.92,2.22,3.04,1.41,1.63,49.88,5.92,82.38,2.87,9.02,5.98,7.51,9.42,6.93,12.42,5.49,3.38,6.01,1.61,4.4,64.25
1981-06-28,99.13,2.98,4.35,2.17,2.18,147.5,5.98,80.31,0.5,9.64,6.26,7.94,10.36,8.93,13.63,4.7,4.43,6.01,2.62,3.4,148.31
1981-06-29,99.39,3.45,5.38,2.16,3.21,247.38,6.47,81.62,0.08,10.47,7.33,8.9,10.87,10.65,14.6,3.95,5.0,6.35,3.27,3.09,263.19
1981-06-30,98.98,5.65,8.18,3.07,5.1,273.69,8.36,88.62,0.51,12.88,11.14,12.01,13.02,8.29,17.36,9.07,8.12,10.23,6.27,3.96,274.5
1981-07-01,98.26,5.66,8.17,3.33,4.84,259.5,7.63,86.0,0.48,11.9,9.6,10.76,12.07,6.98,15.51,8.53,8.18,10.05,6.39,3.66,260.19
1981-07-02,97.69,4.16,6.21,2.45,3.77,229.94,7.39,87.5,3.01,11.15,9.08,10.12,11.36,5.69,13.77,8.08,6.16,7.62,4.55,3.07,230.38
1981-07-03,97.81,4.93,6.95,2.86,4.09,248.12,7.14,82.38,1.92,11.78,8.68,10.23,12.25,6.98,15.37,8.4,6.98,8.64,5.9,2.74,248.56
1981-07-04,98.59,3.42,4.9,1.96,2.94,213.88,8.67,87.75,0.51,13.5,11.57,12.54,14.03,9.22,17.54,8.32,4.88,5.91,3.24,2.66,214.25
1981-07-05,98.49,7.21,10.16,4.06,6.09,209.19,9.03,90.88,6.38,13.68,12.2,12.94,13.67,4.7,16.16,11.47,9.87,13.25,6.35,6.9,210.5
1981-07-06,98.74,7.12,10.3,4.05,6.25,221.62,9.09,90.62,1.43,13.88,12.31,13.1,14.05,6.75,17.48,10.73,9.7,12.84,7.23,5.61,222.88
1981-07-07,99.04,5.04,6.55,2.66,3.9,205.0,8.85,82.69,0.48,15.09,11.91,13.5,15.35,8.93,18.89,9.96,7.14,8.15,5.68,2.47,205.44
1981-07-08,98.78,3.22,4.88,1.66,3.21,220.25,9.03,83.38,0.38,14.84,12.11,13.48,15.15,11.2,19.71,8.51,4.76,6.31,3.08,3.23,220.0
1981-07-09,98.64,3.38,5.37,1.81,3.55,334.0,9.16,87.38,0.64,14.55,12.39,13.47,14.79,9.12,18.77,9.65,4.84,6.86,2.9,3.96,319.81
1981-07-10,98.87,3.36,5.63,1.91,3.73,263.19,7.63,79.75,0.39,13.25,9.8,11.52,13.82,10.01,17.61,7.6,4.77,8.15,2.14,6.01,263.19
1981-07-11,98.68,6.09,8.06,3.5,4.56,252.38,9.03,89.69,1.94,13.93,12.23,13.08,14.04,3.55,15.58,12.02,8.44,10.16,6.34,3.84,253.44
1981-07-12,98.91,3.24,4.9,1.95,2.96,289.12,8.79,87.5,0.73,14.04,11.92,12.98,14.45,5.42,16.76,11.33,4.83,6.02,3.41,2.6,289.19
1981-07-13,99.0,4.16,6.04,2.43,3.62,281.38,8.97,88.44,0.57,13.95,12.2,13.08,14.26,8.23,17.94,9.71,6.16,7.61,5.46,2.15,281.88
1981-07-14,99.38,3.5,4.81,1.34,3.48,294.0,8.24,85.56,0.28,13.29,10.98,12.14,13.94,8.01,17.17,9.16,5.04,6.38,2.57,3.81,294.31
1981-07-15,99.16,3.45,5.75,1.3,4.45,271.38,9.16,88.31,1.57,14.5,12.48,13.48,14.87,7.38,18.18,10.8,4.82,6.73,2.38,4.35,272.25
1981-07-16,98.54,6.16,9.64,3.8,5.84,272.44,8.3,86.44,1.99,13.24,10.93,12.08,13.37,6.85,16.23,9.38,8.59,12.05,6.17,5.88,273.25
1981-07-17,98.46,5.33,6.87,3.67,3.2,299.81,7.14,87.75,2.51,10.77,8.75,9.76,11.0,5.22,13.32,8.09,7.55,8.74,6.73,2.01,300.38
1981-07-18,99.12,4.28,5.21,2.5,2.71,323.19,7.51,82.25,0.53,12.75,9.59,11.17,13.32,7.07,16.48,9.4,6.05,6.98,5.45,1.52,324.0
1981-07-19,99.16,5.42,6.62,2.96,3.66,277.75,9.46,90.88,1.8,14.53,13.01,13.77,14.73,7.34,17.87,10.53,7.42,9.41,5.8,3.6,278.81
1981-07-20,99.15,6.74,8.44,5.18,3.26,276.88,9.52,87.12,1.71,15.31,13.08,14.2,15.65,6.45,18.57,12.12,8.95,10.52,7.2,3.32,278.12
1981-07-21,98.49,4.93,6.48,3.96,2.52,276.5,8.97,83.38,3.76,15.08,12.1,13.59,15.7,6.02,18.27,12.26,6.51,9.07,4.6,4.48,277.44
1981-07-22,97.58,7.0,8.09,5.75,2.34,292.62,8.0,88.0,6.79,12.25,10.26,11.26,12.56,3.78,14.5,10.72,9.27,11.17,8.12,3.05,293.81
1981-07-23,97.66,7.26,9.09,4.38,4.71,333.69,7.69,86.62,3.09,11.98,9.74,10.86,12.03,4.96,14.3,9.33,9.85,11.29,7.73,3.55,334.75
1981-07-24,98.68,5.45,7.49,3.1,4.39,320.88,7.14,83.38,0.55,11.55,8.76,10.15,12.0,6.41,14.74,8.33,7.7,8.91,5.76,3.14,321.62
1981-07-25,99.26,3.62,5.11,2.02,3.09,274.38,7.75,87.56,1.12,12.08,10.01,11.05,12.4,6.02,14.94,8.93,5.36,6.04,4.26,1.78,275.0
1981-07-26,99.59,4.38,6.53,2.5,4.03,297.44,9.22,86.88,0.96,15.07,12.74,13.9,15.55,7.1,18.82,11.73,6.34,7.87,5.0,2.87,298.25
1981-07-27,99.88,3.58,4.9,2.05,2.85,278.31,10.07,86.94,0.27,16.4,14.11,15.25,16.7,7.16,19.86,12.7,5.41,6.98,4.01,2.98,279.38
1981-07-28,99.43,2.55,4.01,1.15,2.86,204.12,10.38,87.88,0.38,16.55,14.44,15.49,16.62,7.74,20.9,13.16,3.73,5.0,2.17,2.83,204.19
1981-07-29,99.27,2.85,3.8,1.76,2.04,210.0,9.4,81.44,0.04,16.19,12.88,14.54,16.65,9.85,20.86,11.01,4.3,6.6,3.23,3.38,195.88
1981-07-30,99.28,1.9,3.2,0.15,3.05,67.81,8.54,77.81,0.0,15.69,11.46,13.58,16.25,13.98,22.11,8.13,3.12,6.86,0.27,6.59,71.06
1981-07-31,98.53,3.66,4.53,2.23,2.3,57.31,9.22,86.06,1.02,14.8,12.43,13.62,14.89,8.27,18.66,10.39,5.35,6.98,3.96,3.02,57.94
1981-08-01,98.76,3.69,5.3,2.17,3.13,63.5,8.0,80.38,0.21,14.01,10.43,12.22,14.31,8.49,18.39,9.9,5.26,6.34,4.12,2.21,63.81
1981-08-02,99.38,2.13,2.62,1.73,0.89,137.12,7.81,77.69,0.0,14.23,10.19,12.21,14.38,12.22,19.48,7.26,3.01,4.02,2.2,1.83,136.0
1981-08-03,99.73,3.88,5.87,1.98,3.9,214.88,9.03,86.5,0.05,14.65,12.38,13.51,15.08,10.78,19.42,8.64,5.48,6.88,4.12,2.76,215.12
1981-08-04,99.82,2.95,4.67,0.75,3.91,230.62,10.19,86.5,0.22,16.48,14.19,15.33,16.75,10.01,21.28,11.27,4.04,5.41,1.16,4.25,230.75
1981-08-05,99.35,1.66,3.28,0.24,3.04,222.19,10.86,84.69,4.39,17.86,15.08,16.47,17.94,9.37,22.8,13.44,2.48,6.27,0.3,5.98,219.44
1981-08-06,98.93,4.6,5.67,3.7,1.97,26.62,10.68,94.75,17.97,15.64,14.83,15.23,15.5,4.64,17.5,12.86,6.36,8.3,5.16,3.14,28.0
1981-08-07,99.03,4.26,5.55,2.62,2.94,24.5,9.28,92.0,2.36,13.94,12.67,13.31,13.97,4.38,16.14,11.76,6.01,7.43,4.64,2.79,25.75
1981-08-08,98.97,2.58,4.14,1.84,2.3,199.19,9.03,90.44,1.04,13.83,12.29,13.06,14.14,6.2,17.14,10.93,3.96,5.14,2.26,2.89,199.94
1981-08-09,99.25,3.72,5.2,2.09,3.12,285.56,7.87,84.62,0.44,12.82,10.3,11.55,13.03,8.46,16.48,8.02,5.41,6.51,3.88,2.62,286.38
1981-08-10,99.47,2.0,3.07,0.95,2.12,205.38,6.9,80.25,0.0,11.96,8.37,10.16,12.19,10.74,16.98,6.23,2.91,5.0,1.01,3.99,191.38
1981-08-11,99.29,2.39,3.08,1.51,1.57,252.12,8.79,84.88,0.01,14.41,11.81,13.11,14.83,11.82,20.02,8.2,3.3,4.69,2.34,2.34,252.94
1981-08-12,99.18,2.53,4.11,1.3,2.8,216.81,8.73,86.0,0.08,14.07,11.76,12.91,14.2,8.09,18.38,10.29,3.46,4.73,2.05,2.68,216.69
1981-08-13,99.11,3.88,6.2,2.09,4.12,208.62,9.77,90.25,0.95,14.87,13.49,14.18,14.83,9.31,19.41,10.11,5.81,7.62,3.55,4.07,209.19
1981-08-14,99.17,3.57,5.24,1.16,4.07,247.12,11.35,90.19,1.35,17.41,15.77,16.59,17.54,8.45,21.83,13.38,5.23,6.8,1.82,4.98,246.94
1981-08-15,99.15,3.38,5.91,1.05,4.85,245.31,10.01,88.81,1.29,15.65,13.73,14.69,15.62,10.51,20.51,10.0,4.74,6.95,1.55,5.41,245.81
1981-08-16,99.55,3.86,5.07,2.57,2.5,122.19,7.26,79.0,0.07,13.04,9.14,11.08,13.32,10.23,17.95,7.73,5.84,7.68,4.59,3.09,107.88
1981-08-17,99.79,2.29,4.01,0.53,3.47,204.69,6.96,78.5,0.0,12.51,8.55,10.54,12.68,12.24,18.34,6.11,3.44,5.39,0.52,4.87,205.56
1981-08-18,99.34,4.62,6.77,2.55,4.23,266.69,9.4,89.88,0.77,14.55,12.87,13.71,14.55,8.23,18.42,10.19,6.96,8.4,5.66,2.73,267.38
1981-08-19,98.79,6.64,9.77,2.55,7.21,280.88,8.61,88.75,2.74,13.39,11.54,12.46,13.45,7.54,16.69,9.15,9.31,13.4,5.2,8.2,281.69
1981-08-20,98.26,7.06,9.61,2.8,6.8,321.06,8.18,84.56,3.08,13.39,10.67,12.03,13.64,7.92,16.82,8.89,9.68,13.06,6.12,6.94,321.88
1981-08-21,98.81,4.62,7.0,2.68,4.32,297.56,8.73,91.0,1.14,13.04,11.6,12.32,13.01,9.2,17.75,8.55,7.14,8.75,5.88,2.88,298.12
1981-08-22,99.03,5.45,8.56,2.77,5.79,303.31,9.89,91.19,1.24,14.94,13.62,14.28,14.96,8.76,18.62,9.86,8.04,10.87,5.73,5.14,303.88
1981-08-23,99.64,2.31,3.44,1.76,1.68,323.62,9.58,89.25,0.56,15.13,13.3,14.21,15.32,6.95,18.81,11.86,3.58,5.16,2.48,2.69,323.56
1981-08-24,99.97,2.3,4.04,1.16,2.88,319.56,9.28,87.5,0.3,15.0,12.88,13.94,14.92,8.17,19.48,11.3,3.3,5.11,1.77,3.34,320.69
1981-08-25,100.16,1.95,3.52,0.66,2.87,309.56,9.7,85.0,0.03,16.09,13.53,14.81,16.13,10.53,21.65,11.12,2.89,4.77,0.63,4.14,311.5
1981-08-26,100.18,2.13,2.8,1.27,1.53,273.88,10.13,84.0,0.06,16.76,14.16,15.47,16.83,11.0,22.39,11.39,3.25,4.82,1.45,3.38,274.25
1981-08-27,99.86,2.02,3.27,0.5,2.77,193.62,10.13,83.25,0.0,17.14,14.1,15.62,16.44,11.66,22.74,11.08,2.7,3.77,0.7,3.06,193.5
1981-08-28,99.11,2.46,3.77,1.19,2.59,176.69,10.99,86.06,0.13,17.43,15.26,16.35,16.88,10.76,22.33,11.58,3.41,4.51,1.73,2.78,177.0
1981-08-29,98.65,2.62,3.89,1.48,2.41,162.19,11.29,88.19,1.75,17.73,15.65,16.69,17.7,7.84,21.81,13.98,4.0,5.36,2.54,2.82,162.06
1981-08-30,98.93,4.11,5.62,2.37,3.25,109.25,10.07,84.25,0.08,16.81,13.98,15.4,16.76,7.77,21.17,13.4,6.45,7.25,4.91,2.34,109.31
1981-08-31,99.03,3.9,5.46,2.38,3.08,86.94,8.79,82.25,0.05,15.04,11.85,13.44,15.26,8.02,18.8,10.78,5.84,6.98,4.09,2.89,87.38
1981-09-01,99.27,3.58,4.8,1.86,2.93,96.69,8.36,84.19,0.12,13.88,11.15,12.52,14.04,7.12,17.54,10.42,5.61,7.34,3.32,4.02,97.19
1981-09-02,99.66,2.62,3.98,0.73,3.24,110.81,8.12,78.75,0.19,14.73,10.83,12.78,14.74,6.98,18.4,11.43,3.85,6.52,1.13,5.38,110.56
1981-09-03,100.05,2.29,3.58,1.22,2.37,152.69,8.18,78.69,0.0,14.66,10.9,12.78,13.95,9.84,19.15,9.32,3.27,4.54,1.79,2.75,152.88
1981-09-04,99.86,3.49,5.23,1.78,3.45,188.69,8.06,81.69,0.0,13.88,10.67,12.27,13.44,10.14,19.11,8.97,5.2,6.2,2.68,3.52,188.56
1981-09-05,99.65,2.43,3.29,1.04,2.25,218.38,8.12,78.06,0.02,14.28,10.76,12.52,13.55,12.05,19.83,7.77,3.55,5.48,1.48,4.0,218.44
1981-09-06,99.4,2.31,3.8,1.16,2.64,147.0,8.06,77.81,0.02,14.66,10.63,12.65,13.86,8.39,18.9,10.51,3.28,4.53,1.68,2.84,146.88
1981-09-07,98.66,2.88,4.89,1.77,3.12,171.06,9.4,88.38,2.5,14.83,12.82,13.83,14.43,7.73,18.93,11.19,4.56,6.84,2.88,3.95,171.69
1981-09-08,98.73,3.9,5.62,1.61,4.0,251.62,9.52,87.38,1.79,15.24,13.02,14.13,14.91,7.2,18.66,11.47,5.8,7.36,2.44,4.92,252.25
1981-09-09,98.99,5.09,7.45,1.99,5.46,179.62,9.64,88.75,0.79,14.69,13.27,13.98,14.48,10.12,19.43,9.3,7.32,9.48,3.23,6.25,180.19
1981-09-10,97.8,8.08,12.3,4.25,8.05,176.75,9.89,92.0,8.8,14.87,13.53,14.2,14.68,7.02,19.08,12.07,11.18,15.94,7.47,8.47,178.06
1981-09-11,97.98,4.8,7.78,2.57,5.21,214.62,7.81,86.56,4.53,12.34,10.01,11.18,12.15,5.91,15.53,9.62,7.45,9.98,4.94,5.05,215.44
1981-09-12,98.18,3.01,4.8,1.7,3.09,218.12,7.26,89.88,3.89,10.53,8.87,9.7,10.38,6.27,13.56,7.3,4.86,6.55,3.58,2.97,218.44
1981-09-13,98.7,3.86,6.12,2.5,3.62,264.25,7.08,90.12,3.29,10.17,8.6,9.39,9.97,6.52,13.62,7.1,6.17,7.47,4.56,2.91,264.62
1981-09-14,98.69,5.2,7.88,2.54,5.34,201.19,9.52,97.12,21.6,13.07,12.86,12.97,12.71,9.29,16.83,7.54,7.71,10.05,4.48,5.56,202.44
1981-09-15,98.72,4.67,6.34,2.11,4.23,280.44,9.4,91.06,1.54,14.35,12.84,13.6,14.38,7.13,17.45,10.32,6.94,8.57,4.38,4.2,281.06
1981-09-16,98.9,3.62,7.09,0.48,6.62,235.69,8.48,88.62,4.39,13.13,11.21,12.17,13.05,5.61,15.81,10.2,5.16,10.01,0.83,9.18,236.69
1981-09-17,98.16,5.34,8.12,3.45,4.68,205.0,10.38,93.31,9.66,15.35,14.27,14.81,15.07,3.04,16.73,13.69,7.87,11.19,5.27,5.91,206.31
1981-09-18,97.14,7.05,8.23,5.92,2.3,230.94,8.36,85.62,12.64,13.15,10.72,11.94,12.98,3.8,15.04,11.23,9.79,11.45,8.79,2.66,232.12
1981-09-19,96.41,9.16,16.56,5.48,11.08,203.81,8.67,92.44,29.46,12.39,11.19,11.8,12.06,5.62,15.78,10.15,12.51,21.96,8.48,13.48,205.56
1981-09-20,96.41,7.93,15.88,4.33,11.55,242.5,7.2,84.62,2.18,11.05,8.48,9.77,10.85,5.22,14.08,8.87,11.03,20.63,8.11,12.52,243.56
1981-09-21,97.24,5.49,8.59,3.1,5.49,225.38,7.87,92.06,5.54,11.26,10.01,10.63,10.91,4.3,13.77,9.46,8.43,11.3,6.2,5.11,226.06
1981-09-22,98.01,3.34,5.3,2.23,3.05,266.88,7.14,89.69,1.87,10.21,8.66,9.44,9.93,6.91,13.59,6.69,5.36,6.44,4.05,2.39,267.0
1981-09-23,98.38,6.74,10.95,2.62,8.33,234.69,7.57,88.69,5.67,10.81,9.48,10.14,10.55,8.91,14.35,5.44,9.34,14.66,4.73,9.92,235.56
1981-09-24,97.04,6.47,10.05,3.04,7.02,220.19,8.67,93.44,10.58,12.38,11.34,11.86,12.12,4.98,14.37,9.4,9.34,13.08,6.63,6.45,221.38
1981-09-25,96.46,5.06,7.3,2.79,4.51,192.31,7.51,90.56,9.17,10.61,9.09,9.85,10.34,4.18,12.94,8.76,7.74,10.48,6.08,4.41,193.06
1981-09-26,95.64,5.19,8.12,1.98,6.14,202.19,7.45,88.56,18.43,10.76,8.86,9.81,10.59,5.12,13.3,8.18,7.54,11.49,3.8,7.69,203.38
1981-09-27,96.94,5.95,8.24,4.7,3.53,245.5,7.26,91.69,1.83,10.01,8.73,9.37,9.66,3.41,11.59,8.19,8.76,10.77,7.59,3.18,246.62
1981-09-28,98.29,5.09,7.27,2.96,4.31,260.5,7.02,88.62,1.24,10.31,8.47,9.39,10.12,5.98,13.69,7.72,7.75,9.04,6.44,2.59,261.25
1981-09-29,98.38,5.58,8.83,2.65,6.18,188.44,7.87,95.06,11.39,10.57,10.04,10.3,10.1,7.19,14.15,6.97,8.39,11.58,5.52,6.05,189.38
1981-09-30,97.82,5.45,7.23,3.19,4.05,195.31,9.64,93.81,2.47,14.08,13.09,13.58,13.67,3.44,15.8,12.37,8.27,9.44,6.65,2.79,196.62
1981-10-01,96.9,4.61,6.92,3.2,3.72,162.31,9.7,95.81,19.78,13.72,13.08,13.4,13.43,4.29,16.11,11.82,7.18,8.98,6.37,2.62,163.0
1981-10-02,96.2,7.7,11.14,2.48,8.66,268.0,6.04,91.75,3.97,6.98,5.71,6.34,6.94,7.41,11.54,4.12,10.29,14.38,3.87,10.52,268.94
1981-10-03,95.53,3.87,5.31,2.62,2.7,264.12,5.68,94.5,8.76,5.69,4.88,5.28,5.57,4.59,8.32,3.73,5.66,8.09,3.23,4.86,265.12
1981-10-04,96.65,3.78,7.41,0.88,6.54,263.75,7.26,88.0,4.45,10.68,8.7,9.69,10.26,7.7,14.15,6.45,5.3,10.42,1.27,9.16,264.31
1981-10-05,97.54,1.76,3.06,0.34,2.73,279.44,6.71,89.88,1.89,9.25,7.65,8.45,8.71,5.83,12.72,6.88,2.56,3.77,0.48,3.29,278.94
1981-10-06,97.33,3.68,10.11,1.04,9.07,225.75,6.29,91.44,5.59,7.9,6.6,7.25,7.48,3.57,9.9,6.33,5.23,14.2,1.69,12.52,225.56
1981-10-07,98.34,8.16,10.54,2.78,7.76,245.56,5.8,84.12,3.41,8.15,5.55,6.84,7.89,4.22,10.43,6.21,11.4,14.55,6.07,8.48,246.44
1981-10-08,97.9,10.02,10.78,9.24,1.54,209.69,9.16,96.19,15.02,12.88,12.3,12.59,12.62,3.41,14.61,11.2,13.37,14.66,12.18,2.48,211.31
1981-10-09,96.73,13.09,16.09,10.2,5.89,238.06,7.02,90.0,13.21,9.55,8.0,8.77,9.17,6.47,12.74,6.27,17.34,20.87,14.02,6.84,239.69
1981-10-10,97.36,5.71,12.09,2.66,9.42,254.19,5.62,87.62,4.78,6.94,5.0,5.97,6.7,4.87,9.47,4.6,8.2,16.47,3.16,13.31,254.75
1981-10-11,97.96,7.41,10.02,3.62,6.4,282.5,4.94,83.69,0.94,5.9,3.26,4.58,5.71,3.9,8.26,4.37,10.34,13.02,5.33,7.69,283.12
1981-10-12,97.75,5.32,8.51,1.5,7.02,297.75,5.0,89.31,2.52,5.16,3.52,4.34,5.08,4.6,7.72,3.12,7.48,11.02,2.47,8.55,298.19
1981-10-13,98.48,4.98,6.9,2.32,4.58,294.56,4.88,86.44,0.77,5.33,3.21,4.26,5.12,4.94,7.9,2.97,7.55,10.16,4.34,5.82,294.88
1981-10-14,98.09,1.83,3.53,1.01,2.52,140.94,4.46,82.94,2.55,4.64,1.85,3.24,4.58,5.88,8.37,2.48,3.04,6.08,1.05,5.03,140.56
1981-10-15,98.08,2.84,3.55,1.66,1.89,192.69,4.39,87.06,1.66,3.87,1.8,2.83,3.53,6.84,7.62,0.78,4.31,5.88,2.38,3.5,193.19
1981-10-16,98.99,1.48,3.15,0.47,2.68,131.69,4.27,84.56,0.02,4.05,1.45,2.75,2.52,8.87,9.03,0.16,2.23,6.31,0.51,5.8,146.06
1981-10-17,98.63,6.71,8.2,3.33,4.88,60.5,4.58,95.5,5.02,3.01,2.38,2.7,2.9,5.08,5.26,0.19,9.12,10.86,7.09,3.77,61.94
1981-10-18,99.03,3.63,6.72,0.47,6.24,117.88,5.19,91.62,0.32,5.48,4.12,4.8,5.51,5.4,9.36,3.97,5.53,9.05,0.55,8.49,119.0
1981-10-19,98.27,7.94,9.74,5.88,3.86,238.06,8.24,97.31,18.76,11.1,10.72,10.9,10.78,6.24,13.13,6.89,10.84,13.69,8.85,4.84,239.5
1981-10-20,97.9,6.97,9.98,4.45,5.52,313.5,5.49,88.62,12.58,6.55,4.76,5.65,6.26,7.37,11.27,3.9,9.72,13.03,7.0,6.03,313.75
1981-10-21,98.22,5.19,7.1,3.27,3.83,324.5,5.25,93.12,3.39,5.28,4.23,4.75,4.94,4.77,8.37,3.6,8.02,9.22,6.81,2.41,324.75
1981-10-22,98.63,3.41,5.07,2.69,2.39,346.56,4.88,92.19,0.09,4.21,3.16,3.69,3.76,7.86,8.4,0.54,5.91,6.55,4.78,1.77,346.88
1981-10-23,99.01,2.46,3.53,1.76,1.77,306.0,5.25,94.12,1.71,4.98,4.26,4.62,4.61,7.27,8.01,0.73,4.12,5.52,2.57,2.95,306.25
