date,Rainfall,SP,WS10M,WD10M,RH2M,T2M,season
1981-01-02,2.78,100.18,10.08,259.75,94.0,6.57,4
1981-01-03,0.77,98.95,12.04,278.56,83.5,6.58,4
1981-01-04,0.25,99.81,8.08,298.94,87.81,1.48,4
1981-01-05,2.0,100.97,5.11,285.31,93.62,0.05,4
1981-01-06,2.18,100.92,6.09,262.75,94.81,2.78,4
1981-01-07,0.93,102.2,2.56,280.69,97.81,-0.35,4
1981-01-08,0.24,102.04,5.03,265.62,98.19,5.54,4
1981-01-09,2.3,101.13,5.7,274.19,96.31,4.76,4
1981-01-10,0.33,101.53,7.98,192.44,89.75,1.17,4
1981-01-11,0.08,102.15,4.3,307.75,92.75,-1.51,4
1981-01-12,2.09,100.24,8.41,293.44,91.12,0.99,4
1981-01-13,4.09,100.73,6.65,284.88,85.69,-1.0,4
1981-01-14,2.87,98.63,9.91,268.5,93.81,5.11,4
1981-01-15,0.95,98.55,7.39,296.31,90.56,1.09,4
1981-01-16,6.5,98.71,5.93,234.81,96.5,0.67,4
1981-01-17,1.46,98.4,8.95,284.81,91.69,3.16,4
1981-01-18,2.88,99.98,4.63,235.19,97.81,0.91,4
1981-01-19,0.73,99.74,6.87,268.56,92.62,3.22,4
1981-01-20,0.53,100.57,3.88,282.38,87.31,1.28,4
1981-01-21,6.79,101.07,5.93,253.88,96.88,5.74,4
1981-01-22,0.23,101.75,2.68,291.38,96.75,7.4,4
1981-01-23,0.43,101.75,2.7,250.69,98.38,6.23,4
1981-01-24,0.24,101.25,4.77,263.81,96.19,4.3,4
1981-01-25,0.51,101.34,4.78,277.44,95.25,2.83,4
1981-01-26,2.32,101.82,4.02,248.44,98.19,5.67,4
1981-01-27,0.3,102.5,2.14,260.06,97.44,5.33,4
1981-01-28,0.28,102.65,2.93,213.5,96.69,4.76,4
1981-01-29,0.24,102.31,3.41,223.56,96.31,4.9,4
1981-01-30,0.15,102.25,2.7,232.5,97.19,1.83,4
1981-01-31,0.27,102.36,3.52,254.31,96.5,1.53,4
1981-02-01,0.19,102.26,4.24,250.5,94.12,2.08,4
1981-02-02,2.97,101.36,8.22,217.25,96.94,5.3,4
1981-02-03,4.74,99.17,8.59,266.56,86.38,6.3,4
1981-02-04,0.41,98.77,7.1,295.06,89.31,2.26,4
1981-02-05,0.57,99.73,6.21,275.62,96.25,4.01,4
1981-02-06,0.37,100.34,7.65,264.0,94.5,8.01,4
1981-02-07,0.54,100.8,8.41,252.56,91.25,8.76,4
1981-02-08,4.36,100.58,6.63,238.31,93.0,8.4,4
1981-02-09,11.52,99.99,5.62,279.5,95.44,4.18,4
1981-02-10,0.11,101.19,5.28,319.25,90.06,0.98,4
1981-02-11,0.07,101.34,3.48,255.0,89.31,0.16,4
1981-02-12,0.19,100.31,4.91,179.31,92.25,1.16,4
1981-02-13,0.01,101.17,3.69,136.62,88.38,-0.87,4
1981-02-14,0.06,101.33,1.94,196.69,88.81,-1.35,4
1981-02-15,0.15,101.13,2.47,256.44,93.12,0.01,4
1981-02-16,0.38,101.55,2.23,154.12,97.69,2.03,4
1981-02-17,0.28,101.79,3.33,100.94,93.31,1.55,4
1981-02-18,0.27,101.46,3.95,77.88,88.44,-0.1,4
1981-02-19,0.5,101.37,4.94,58.5,88.94,0.11,4
1981-02-20,0.86,101.21,3.55,26.88,89.06,-0.5,4
1981-02-21,0.93,100.55,4.36,156.5,85.06,-1.16,4
1981-02-22,7.04,99.68,6.73,104.88,93.19,-0.47,4
1981-02-23,0.72,100.18,4.86,93.5,94.56,0.26,4
1981-02-24,0.17,101.38,2.58,53.0,92.06,-1.63,4
1981-02-25,0.19,101.67,1.94,79.69,91.12,-1.32,4
1981-02-26,0.23,101.24,5.22,115.5,92.19,-0.41,4
1981-02-27,3.86,99.48,9.0,113.94,91.38,1.28,4
1981-02-28,8.02,98.46,4.79,146.0,95.69,2.3,4
1981-03-01,6.1,98.61,6.61,154.81,95.81,5.48,1
1981-03-02,3.47,98.6,4.57,116.38,93.0,6.04,1
1981-03-03,3.44,99.67,6.81,31.0,91.12,2.83,1
1981-03-04,0.21,100.38,2.18,147.38,83.12,0.91,1
1981-03-05,5.82,99.75,3.71,204.69,94.38,2.37,1
1981-03-06,1.52,98.94,6.24,212.69,90.94,7.23,1
1981-03-07,5.62,98.78,9.61,210.38,94.12,10.69,1
1981-03-08,2.0,98.67,8.37,226.12,92.06,10.4,1
1981-03-09,17.63,99.54,4.2,228.19,96.62,9.8,1
1981-03-10,10.6,99.25,7.52,206.56,94.81,10.96,1
1981-03-11,7.75,98.49,7.34,237.56,94.44,10.48,1
1981-03-12,1.7,98.83,4.81,237.06,89.44,8.61,1
1981-03-13,5.29,97.95,4.16,219.94,94.69,7.46,1
1981-03-14,3.81,98.78,2.85,238.06,92.12,6.22,1
1981-03-15,1.74,99.9,3.95,202.19,89.12,5.17,1
1981-03-16,0.92,100.25,4.53,320.88,86.56,3.08,1
1981-03-17,0.7,100.22,5.48,320.94,88.69,2.12,1
1981-03-18,1.14,99.54,8.15,254.69,88.44,5.55,1
1981-03-19,0.61,98.88,9.77,238.69,85.06,7.16,1
1981-03-20,1.58,98.69,7.22,227.12,89.69,8.27,1
1981-03-21,10.31,97.81,11.99,200.5,91.56,9.59,1
1981-03-22,2.82,97.87,7.66,246.94,79.5,5.19,1
1981-03-23,6.98,97.96,8.84,196.44,91.38,7.32,1
1981-03-24,2.24,98.76,6.75,220.75,92.75,10.26,1
1981-03-25,2.33,98.78,8.4,212.69,89.44,10.57,1
1981-03-26,2.27,99.46,7.06,245.88,79.81,8.65,1
1981-03-27,0.72,99.44,6.7,163.88,82.94,8.32,1
1981-03-28,0.23,98.92,7.16,177.88,85.56,10.48,1
1981-03-29,3.57,99.16,5.25,43.25,95.38,8.64,1
1981-03-30,0.66,100.29,5.34,21.62,91.25,7.99,1
1981-03-31,4.81,100.56,3.96,28.0,92.81,6.11,1
1981-04-01,4.13,100.1,3.23,284.5,89.75,7.04,1
1981-04-02,0.05,100.88,3.39,126.38,88.0,7.55,1
1981-04-03,0.18,101.45,4.53,49.88,89.75,6.29,1
1981-04-04,0.2,101.65,3.24,24.62,86.69,6.17,1
1981-04-05,0.38,101.41,4.43,40.62,85.81,5.69,1
1981-04-06,0.57,101.09,5.12,54.38,85.31,6.3,1
1981-04-07,0.76,100.74,1.94,163.56,79.62,6.68,1
1981-04-08,1.3,101.02,3.14,209.31,90.5,8.45,1
1981-04-09,0.68,101.24,2.27,224.94,87.56,10.42,1
1981-04-10,0.63,100.57,5.29,121.0,84.31,11.33,1
1981-04-11,1.38,99.75,4.01,192.69,88.25,13.17,1
1981-04-12,0.94,100.49,3.31,178.81,88.69,10.46,1
1981-04-13,0.33,101.59,7.84,64.81,81.75,7.89,1
1981-04-14,0.4,101.65,7.3,65.25,79.5,7.39,1
1981-04-15,0.04,101.6,7.05,53.12,80.25,8.27,1
1981-04-16,0.02,101.51,5.26,45.12,79.94,7.84,1
1981-04-17,0.02,101.44,5.11,76.5,75.44,6.48,1
1981-04-18,0.0,101.63,3.62,43.44,77.19,5.83,1
1981-04-19,0.22,101.39,6.6,104.19,81.75,5.33,1
1981-04-20,0.22,101.81,5.36,30.44,79.5,5.31,1
1981-04-21,0.14,101.72,3.14,118.69,82.12,6.55,1
1981-04-22,2.48,101.01,2.48,149.06,86.31,5.57,1
1981-04-23,0.02,100.57,2.53,47.38,69.88,3.28,1
1981-04-24,13.81,99.36,5.93,160.88,92.31,2.26,1
1981-04-25,9.95,99.32,7.14,53.06,88.0,2.94,1
1981-04-26,23.99,99.61,11.77,25.69,95.06,1.82,1
1981-04-27,2.21,100.53,8.04,50.0,78.69,5.07,1
1981-04-28,2.17,100.63,5.66,287.25,93.69,6.4,1
1981-04-29,0.42,100.5,5.99,301.38,92.44,9.93,1
1981-04-30,0.85,100.06,7.03,288.12,88.25,10.6,1
1981-05-01,0.57,99.91,3.73,178.25,78.12,6.83,1
1981-05-02,0.08,100.34,2.95,191.12,71.25,4.89,1
1981-05-03,6.5,99.03,6.84,239.06,89.62,4.81,1
1981-05-04,1.6,98.41,5.41,324.38,84.38,6.57,1
1981-05-05,4.31,99.21,3.7,192.88,79.56,5.87,1
1981-05-06,0.91,99.59,5.43,231.88,86.38,11.92,1
1981-05-07,1.22,99.39,6.02,148.81,91.44,11.58,1
1981-05-08,0.53,99.38,2.96,220.31,86.5,11.6,1
1981-05-09,1.64,99.58,4.95,62.69,90.06,10.91,1
1981-05-10,11.5,99.28,4.23,167.5,89.0,12.91,1
1981-05-11,0.23,99.02,5.84,107.06,86.25,13.81,1
1981-05-12,0.59,99.08,3.7,102.5,88.81,12.86,1
1981-05-13,0.91,99.31,4.64,125.56,86.69,12.01,1
1981-05-14,0.29,99.86,4.99,195.75,80.88,10.74,1
1981-05-15,3.59,100.03,5.69,146.5,80.94,11.73,1
1981-05-16,9.73,99.32,5.7,171.12,83.88,10.06,1
1981-05-17,5.1,99.4,6.86,174.56,89.06,9.39,1
1981-05-18,6.2,99.89,7.02,161.44,90.81,10.68,1
1981-05-19,0.5,100.36,4.02,193.88,88.94,12.05,1
1981-05-20,6.56,100.02,5.56,161.06,89.12,14.97,1
1981-05-21,6.66,100.18,3.49,186.31,88.62,11.45,1
1981-05-22,1.95,100.08,5.35,199.0,85.0,10.96,1
1981-05-23,3.28,99.5,6.73,203.31,83.56,11.86,1
1981-05-24,1.75,99.33,4.83,207.25,85.31,9.52,1
1981-05-25,10.91,98.7,3.39,192.88,90.38,8.85,1
1981-05-26,3.36,99.06,2.11,188.81,85.06,10.23,1
1981-05-27,2.76,99.31,3.45,195.19,87.62,10.33,1
1981-05-28,1.08,99.54,4.47,213.62,82.69,11.44,1
1981-05-29,1.65,99.94,3.77,199.44,88.94,12.56,1
1981-05-30,0.25,100.2,2.66,199.81,85.38,14.14,1
1981-05-31,2.45,100.08,3.7,190.06,89.62,14.52,1
1981-06-01,0.5,100.46,2.67,190.0,82.62,15.32,2
1981-06-02,17.33,100.0,6.23,175.38,85.69,14.05,2
1981-06-03,0.47,100.21,4.54,219.94,81.88,13.05,2
1981-06-04,0.76,99.9,7.2,220.94,84.81,11.23,2
1981-06-05,0.13,99.99,5.73,231.06,81.81,12.26,2
1981-06-06,1.66,99.87,8.35,223.38,83.94,12.21,2
1981-06-07,2.86,99.81,5.89,205.0,85.44,12.0,2
1981-06-08,0.55,98.97,8.02,213.62,82.62,14.59,2
1981-06-09,1.31,99.16,7.89,238.0,80.62,13.32,2
1981-06-10,2.95,100.38,5.85,232.31,82.25,11.41,2
1981-06-11,2.37,100.05,7.27,221.31,86.0,13.7,2
1981-06-12,0.98,101.3,3.65,120.06,82.19,13.29,2
1981-06-13,0.42,101.39,7.16,213.94,85.62,15.83,2
1981-06-14,0.45,100.94,6.59,243.62,85.31,17.9,2
1981-06-15,0.43,100.53,6.84,269.75,80.69,14.03,2
1981-06-16,0.37,100.88,7.08,299.56,75.88,11.27,2
1981-06-17,1.12,101.08,5.56,330.75,80.75,12.01,2
1981-06-18,0.51,101.43,3.49,307.31,84.56,11.04,2
1981-06-19,2.1,100.88,3.79,291.0,91.75,11.95,2
1981-06-20,1.28,101.09,3.41,231.88,86.88,12.37,2
1981-06-21,0.08,101.67,4.04,30.12,76.25,12.4,2
1981-06-22,0.12,101.52,2.24,288.88,78.31,15.61,2
1981-06-23,0.33,101.08,2.83,301.38,82.94,15.65,2
1981-06-24,1.39,100.66,5.05,132.69,83.19,13.54,2
1981-06-25,1.3,100.69,5.47,42.12,81.19,11.49,2
1981-06-26,0.88,100.47,6.12,59.31,79.31,10.06,2
1981-06-27,0.51,100.58,4.02,185.75,76.06,9.51,2
1981-06-28,0.13,100.79,3.93,19.56,75.81,10.01,2
1981-06-29,0.0,100.93,4.45,296.25,73.81,11.28,2
1981-06-30,0.18,100.45,6.2,277.56,80.25,14.05,2
1981-07-01,0.14,99.82,5.69,252.81,79.44,13.74,2
1981-07-02,1.08,99.4,3.98,221.5,81.81,12.69,2
1981-07-03,1.51,99.44,4.88,246.12,78.5,12.73,2
1981-07-04,0.26,100.28,3.37,225.75,81.81,15.25,2
1981-07-05,1.41,100.24,6.34,212.12,85.31,15.34,2
1981-07-06,0.22,100.42,6.55,221.94,82.5,15.26,2
1981-07-07,0.1,100.75,4.7,214.88,80.12,17.06,2
1981-07-08,1.45,100.47,2.43,175.25,82.56,17.65,2
1981-07-09,5.16,100.16,2.78,204.75,91.31,17.63,2
1981-07-10,0.8,100.46,2.82,288.38,78.69,15.94,2
1981-07-11,1.51,100.28,5.58,243.81,82.25,15.51,2
1981-07-12,0.18,100.48,3.55,289.94,80.75,15.25,2
1981-07-13,0.1,100.55,3.45,285.31,81.12,15.41,2
1981-07-14,0.61,100.93,4.1,303.75,82.19,14.58,2
1981-07-15,0.33,100.79,2.3,285.38,85.19,14.48,2
1981-07-16,2.17,100.05,5.96,261.38,83.69,13.99,2
1981-07-17,3.16,99.95,4.87,282.75,84.0,11.79,2
1981-07-18,0.26,100.64,4.23,319.12,78.25,13.26,2
1981-07-19,1.75,100.68,4.46,271.62,88.25,14.28,2
1981-07-20,1.15,100.59,6.55,282.12,82.81,16.31,2
1981-07-21,0.8,100.03,4.21,284.44,78.75,16.61,2
1981-07-22,5.66,99.04,5.06,248.19,83.06,13.98,2
1981-07-23,4.57,99.0,5.11,316.56,85.56,13.22,2
1981-07-24,1.54,100.08,6.74,318.44,82.25,12.32,2
1981-07-25,0.42,100.82,4.02,289.94,82.12,13.18,2
1981-07-26,0.34,101.12,4.94,282.69,84.19,14.98,2
1981-07-27,0.25,101.41,4.4,324.56,85.06,16.87,2
1981-07-28,0.14,101.06,2.34,287.12,83.62,18.23,2
1981-07-29,0.04,100.91,3.3,265.38,80.31,16.95,2
1981-07-30,0.04,100.99,1.0,168.56,75.06,16.72,2
1981-07-31,0.64,100.27,2.12,76.0,85.19,14.63,2
1981-08-01,1.57,100.48,4.55,54.94,78.0,13.87,2
1981-08-02,0.0,101.11,1.81,126.19,75.25,14.78,2
1981-08-03,0.03,101.41,4.43,218.19,81.06,17.37,2
1981-08-04,0.03,101.48,3.06,246.0,80.94,18.57,2
1981-08-05,17.08,101.0,1.62,225.38,83.25,20.3,2
1981-08-06,35.12,100.6,5.42,55.5,90.5,17.68,2
1981-08-07,3.59,100.61,5.73,35.94,89.62,15.71,2
1981-08-08,2.66,100.56,2.46,39.25,89.0,15.63,2
1981-08-09,1.19,100.79,4.32,336.44,85.25,15.09,2
1981-08-10,0.07,101.08,2.38,328.38,79.38,15.05,2
1981-08-11,0.01,100.92,1.77,269.88,75.56,16.78,2
1981-08-12,0.02,100.82,2.09,259.81,80.56,17.78,2
1981-08-13,0.01,100.77,3.34,234.88,81.88,16.35,2
1981-08-14,0.67,100.77,4.12,279.12,85.5,18.83,2
1981-08-15,0.52,100.74,3.16,311.69,82.88,16.54,2
1981-08-16,0.02,101.12,4.45,339.69,75.19,13.98,2
1981-08-17,0.42,101.4,2.91,297.5,76.5,14.15,2
1981-08-18,0.61,100.88,4.74,265.19,84.12,15.56,2
1981-08-19,2.12,100.24,6.35,272.5,83.81,14.67,2
1981-08-20,1.49,99.65,6.63,312.94,80.69,14.27,2
1981-08-21,0.5,100.29,5.05,288.81,83.25,13.68,2
1981-08-22,0.7,100.52,5.35,309.38,85.94,13.76,2
1981-08-23,0.07,101.31,1.8,238.5,77.44,14.23,2
1981-08-24,0.27,101.6,2.66,272.31,84.44,15.77,2
1981-08-25,0.1,101.76,2.75,313.12,84.81,16.73,2
1981-08-26,0.06,101.81,3.08,326.88,79.06,16.92,2
1981-08-27,0.01,101.51,2.02,307.38,77.19,17.41,2
1981-08-28,0.01,100.79,1.64,155.38,78.31,18.96,2
1981-08-29,1.31,100.43,2.93,141.12,87.31,17.38,2
1981-08-30,0.18,100.73,3.09,110.31,82.19,16.71,2
1981-08-31,0.13,100.81,4.09,57.38,81.5,14.85,2
1981-09-01,0.04,101.07,3.59,70.12,77.5,14.3,3
1981-09-02,0.18,101.43,2.84,71.44,80.75,14.41,3
1981-09-03,0.05,101.8,1.92,125.19,77.88,14.72,3
1981-09-04,0.02,101.6,3.28,195.56,77.06,14.94,3
1981-09-05,0.0,101.34,2.7,245.0,73.0,15.72,3
1981-09-06,0.0,101.11,1.88,135.88,76.19,15.99,3
1981-09-07,0.39,100.38,2.44,210.56,82.38,16.36,3
1981-09-08,1.06,100.34,4.29,252.25,86.25,16.4,3
1981-09-09,0.02,100.78,3.15,175.12,81.06,15.73,3
1981-09-10,10.15,99.72,7.4,171.38,82.5,17.24,3
1981-09-11,2.11,99.73,4.28,217.38,81.5,14.73,3
1981-09-12,13.16,99.87,2.63,251.81,83.5,12.74,3
1981-09-13,0.9,100.29,4.57,265.94,83.81,11.29,3
1981-09-14,10.78,100.51,4.31,211.94,91.25,12.1,3
1981-09-15,0.78,100.26,4.6,271.31,88.12,15.66,3
1981-09-16,0.91,100.63,2.96,253.69,86.0,12.67,3
1981-09-17,3.5,99.94,5.43,204.31,90.69,15.74,3
1981-09-18,9.52,98.83,6.79,213.75,85.75,14.29,3
1981-09-19,21.46,98.33,8.8,194.06,86.5,13.62,3
1981-09-20,0.66,97.97,9.25,230.5,79.38,12.33,3
1981-09-21,1.52,98.96,6.62,212.94,85.19,12.58,3
1981-09-22,0.69,99.63,4.11,248.69,86.25,11.86,3
1981-09-23,0.39,100.1,6.24,238.31,81.0,11.6,3
1981-09-24,5.79,98.8,7.59,206.94,88.5,13.94,3
1981-09-25,1.88,98.3,4.79,196.56,85.19,11.8,3
1981-09-26,14.96,97.47,7.59,163.38,87.62,12.26,3
1981-09-27,0.44,98.62,6.65,212.69,86.06,11.1,3
1981-09-28,0.45,99.89,5.23,241.88,86.0,10.95,3
1981-09-29,5.52,100.25,5.48,204.69,87.19,11.01,3
1981-09-30,9.95,99.6,6.04,198.19,90.06,15.19,3
1981-10-01,8.62,98.78,5.44,161.94,91.75,14.95,3
1981-10-02,0.81,97.79,6.77,206.56,84.75,9.93,3
1981-10-03,2.9,97.28,3.97,213.69,89.75,6.78,3
1981-10-04,2.19,98.28,2.95,237.81,78.88,9.23,3
1981-10-05,1.91,99.2,1.93,213.75,87.25,10.52,3
1981-10-06,6.77,98.95,3.38,216.06,92.88,9.67,3
1981-10-07,0.98,99.9,9.0,241.94,76.56,8.82,3
1981-10-08,4.31,99.72,9.66,208.81,91.81,13.03,3
1981-10-09,6.91,98.34,12.17,221.0,84.19,11.47,3
1981-10-10,3.29,98.87,7.06,249.44,77.81,8.08,3
1981-10-11,0.27,99.34,8.23,276.81,78.31,6.94,3
1981-10-12,2.02,99.22,5.73,275.31,87.75,5.67,3
1981-10-13,0.23,99.99,5.68,279.75,85.81,5.27,3
1981-10-14,0.18,99.82,2.58,244.12,83.19,4.68,3
1981-10-15,0.63,99.75,2.7,182.31,82.62,4.1,3
1981-10-16,0.02,100.73,1.65,230.69,83.81,3.87,3
1981-10-17,6.91,100.51,4.95,51.94,95.56,4.07,3
1981-10-18,0.43,100.68,3.79,119.94,88.44,6.8,3
1981-10-19,9.51,99.89,6.92,222.56,96.06,9.78,3
1981-10-20,12.12,99.3,5.83,304.12,88.44,7.33,3
1981-10-21,0.25,99.67,5.36,305.38,87.44,5.51,3
1981-10-22,0.27,100.14,5.55,331.25,90.0,5.55,3
1981-10-23,0.91,100.64,3.27,298.75,86.56,4.73,3
1981-10-24,10.03,100.1,4.38,247.62,96.0,7.69,3
1981-10-25,0.42,99.37,4.36,305.12,92.0,4.52,3
1981-10-26,1.19,100.08,4.62,271.56,90.69,3.77,3
1981-10-27,0.61,99.67,5.34,250.56,90.06,6.19,3
1981-10-28,2.22,99.51,6.76,216.56,94.06,6.89,3
1981-10-29,1.56,99.39,6.47,242.31,89.12,6.4,3
1981-10-30,5.43,99.24,5.77,231.12,94.44,7.08,3
1981-10-31,0.15,100.04,6.89,259.38,85.94,9.37,3
1981-11-01,1.28,100.62,6.72,228.94,94.69,11.3,3
1981-11-02,1.0,100.83,5.73,237.44,95.38,11.94,3
1981-11-03,0.53,100.75,6.88,214.88,93.12,11.01,3
1981-11-04,0.09,101.39,3.77,298.44,92.62,6.87,3
1981-11-05,0.08,102.03,2.92,183.19,93.88,4.08,3
1981-11-06,0.0,102.29,1.54,82.44,89.5,3.21,3
1981-11-07,0.06,102.16,2.22,102.56,93.69,3.33,3
1981-11-08,0.01,102.06,2.55,144.19,87.19,3.5,3
1981-11-09,0.0,102.1,2.54,255.0,88.12,1.7,3
1981-11-10,0.67,101.57,6.16,232.12,93.44,4.32,3
1981-11-11,1.49,100.47,6.59,259.31,95.38,6.96,3
1981-11-12,0.23,101.1,4.42,306.94,93.44,6.41,3
1981-11-13,0.09,101.83,6.06,291.06,91.38,4.65,3
1981-11-14,0.38,102.19,3.11,297.38,93.94,5.06,3
1981-11-15,0.99,101.39,4.97,182.44,93.62,4.51,3
1981-11-16,1.82,100.63,3.08,250.5,93.25,5.62,3
1981-11-17,1.02,100.0,5.55,219.81,97.88,4.3,3
1981-11-18,8.65,99.36,7.76,240.12,96.0,8.04,3
1981-11-19,2.8,100.32,4.48,216.12,95.31,4.59,3
1981-11-20,4.61,99.72,9.13,238.12,94.0,9.57,3
1981-11-21,1.29,100.74,4.7,231.88,98.0,7.15,3
1981-11-22,0.44,100.76,6.77,228.75,96.06,9.66,3
1981-11-23,5.87,99.8,8.93,241.12,90.81,7.59,3
1981-11-24,0.49,100.83,7.91,279.44,83.12,2.28,3
1981-11-25,0.51,101.51,5.66,257.75,93.69,2.13,3
1981-11-26,1.58,100.78,7.53,228.19,96.06,7.38,3
1981-11-27,1.86,99.45,9.31,266.06,89.81,7.05,3
1981-11-28,2.67,99.75,8.11,293.44,92.5,3.64,3
1981-11-29,1.7,100.82,4.17,293.25,95.38,1.87,3
1981-11-30,3.38,99.9,6.55,217.81,96.69,5.54,3
1981-12-01,0.01,101.32,3.27,302.81,95.19,0.12,4
1981-12-02,0.18,102.01,3.3,328.38,98.12,2.7,4
1981-12-03,0.2,102.08,4.89,293.31,98.0,5.97,4
1981-12-04,1.23,100.93,7.33,307.44,93.0,5.59,4
1981-12-05,1.32,100.26,3.7,287.06,97.19,3.21,4
1981-12-06,0.89,98.81,4.31,286.19,97.25,2.5,4
1981-12-07,3.54,97.92,2.95,244.31,96.69,1.78,4
1981-12-08,4.17,97.41,4.3,194.12,95.56,-2.89,4
1981-12-09,0.27,98.14,3.52,259.69,97.25,-2.02,4
1981-12-10,0.11,98.87,2.12,232.44,94.0,-2.15,4
1981-12-11,3.2,98.5,4.12,115.62,94.75,-2.38,4
1981-12-12,0.01,99.44,2.98,304.88,96.06,-5.85,4
1981-12-13,12.42,98.05,7.98,158.5,95.38,-3.06,4
1981-12-14,4.73,96.97,5.55,258.75,97.44,0.08,4
1981-12-15,0.18,98.22,4.2,84.0,98.19,-2.95,4
1981-12-16,0.02,98.93,3.52,78.94,96.75,-4.11,4
1981-12-17,0.08,99.43,3.88,69.25,98.75,-4.67,4
1981-12-18,0.04,99.9,5.71,233.69,97.5,-4.99,4
1981-12-19,0.25,100.52,4.58,210.25,97.0,-5.49,4
1981-12-20,10.09,98.86,9.44,154.06,94.56,-0.02,4
1981-12-21,4.59,97.96,5.32,94.5,97.88,-0.91,4
1981-12-22,0.38,98.41,3.84,37.62,96.62,-3.69,4
1981-12-23,0.1,98.39,3.27,55.06,98.5,-7.28,4
1981-12-24,0.2,98.59,3.44,239.94,98.69,-3.12,4
1981-12-25,0.23,99.96,2.41,245.88,99.31,-3.44,4
1981-12-26,0.47,99.81,6.16,126.88,98.88,-1.93,4
1981-12-27,3.26,98.71,5.19,121.75,97.38,-1.11,4
1981-12-28,2.97,97.97,5.23,100.94,98.62,-0.63,4
1981-12-29,7.56,96.57,3.6,116.62,98.38,0.23,4
1981-12-30,4.08,96.24,6.02,160.5,99.31,2.87,4
1981-12-31,0.52,97.49,2.98,225.75,99.25,0.8,4
1982-01-01,1.04,98.96,1.73,179.06,98.88,0.35,4
1982-01-02,5.22,99.44,6.08,194.56,98.38,4.51,4
1982-01-03,4.02,98.95,8.06,201.38,96.44,8.31,4
1982-01-04,1.39,98.61,7.31,226.5,96.62,8.07,4
1982-01-05,12.97,98.75,6.55,206.44,95.94,5.45,4
1982-01-06,0.27,100.69,3.3,47.81,95.31,-2.65,4
1982-01-07,0.23,101.36,3.74,111.5,90.12,-3.09,4
1982-01-08,14.35,100.34,9.37,99.75,87.94,-3.09,4
1982-01-09,5.12,100.4,6.76,68.56,90.25,-4.38,4
1982-01-10,0.0,100.03,5.41,72.94,93.44,-7.82,4
1982-01-11,0.02,99.73,4.65,39.62,95.88,-5.7,4
1982-01-12,0.06,101.42,2.56,48.19,98.0,-4.01,4
1982-01-13,0.19,102.05,2.84,121.31,99.12,-4.72,4
1982-01-14,0.05,101.3,2.99,149.12,98.38,-7.91,4
1982-01-15,0.26,100.49,4.44,145.44,98.75,-3.26,4
1982-01-16,0.72,100.13,5.27,156.06,98.94,1.54,4
1982-01-17,1.85,100.65,3.71,177.31,99.06,1.65,4
1982-01-18,0.36,100.65,4.54,163.69,99.56,4.16,4
1982-01-19,2.08,100.58,4.16,149.31,99.0,4.78,4
1982-01-20,2.58,100.6,4.44,188.69,98.56,5.28,4
1982-01-21,6.26,100.85,6.41,210.75,96.5,4.8,4
1982-01-22,2.2,100.64,6.24,259.5,94.69,2.8,4
1982-01-23,0.24,100.91,4.74,299.12,95.75,3.86,4
1982-01-24,0.75,101.15,2.55,244.56,99.19,2.68,4
1982-01-25,1.23,100.52,5.82,257.0,97.44,7.0,4
1982-01-26,6.28,98.86,7.15,275.06,95.38,5.23,4
1982-01-27,0.98,100.78,6.32,331.62,91.44,0.53,4
1982-01-28,0.25,101.06,6.91,266.31,92.69,3.44,4
1982-01-29,1.31,100.7,8.23,276.06,94.25,7.87,4
1982-01-30,0.49,100.78,8.34,277.31,93.94,7.31,4
1982-01-31,0.12,101.41,4.28,278.88,97.06,6.06,4
1982-02-01,0.43,101.46,3.64,200.0,98.38,4.41,4
1982-02-02,0.14,100.84,5.21,139.38,92.19,3.26,4
1982-02-03,0.28,100.38,5.82,138.44,95.38,3.8,4
1982-02-04,0.72,100.81,5.45,140.5,97.06,4.84,4
1982-02-05,11.45,100.64,6.78,187.75,95.88,8.17,4
1982-02-06,1.29,100.38,6.87,216.81,94.56,7.3,4
1982-02-07,0.45,100.32,3.21,232.44,96.38,4.42,4
1982-02-08,0.33,100.37,6.59,233.81,92.56,3.42,4
1982-02-09,0.25,100.27,8.18,207.06,94.62,8.23,4
1982-02-10,0.35,100.31,6.2,192.44,95.81,6.3,4
1982-02-11,3.24,100.13,6.38,221.62,91.5,6.79,4
1982-02-12,2.03,99.77,10.13,184.81,94.0,5.58,4
1982-02-13,1.34,99.27,7.16,209.81,91.0,6.87,4
1982-02-14,0.19,100.33,2.52,175.25,94.19,2.29,4
1982-02-15,0.17,101.15,4.13,63.38,93.19,1.19,4
1982-02-16,0.66,101.26,5.41,43.62,90.88,1.58,4
1982-02-17,1.5,100.84,5.28,68.31,92.44,0.95,4
1982-02-18,0.98,100.92,3.13,117.06,96.06,1.75,4
1982-02-19,0.48,101.39,3.77,95.06,94.44,1.42,4
1982-02-20,0.14,101.41,3.9,103.5,90.62,-0.83,4
1982-02-21,0.06,100.73,5.29,135.81,91.81,0.22,4
1982-02-22,0.06,100.25,2.95,85.0,91.31,-0.56,4
1982-02-23,0.08,100.33,3.13,265.88,93.31,-0.49,4
1982-02-24,0.19,99.62,4.12,216.56,93.38,0.85,4
1982-02-25,4.04,99.06,5.06,164.62,95.31,1.89,4
1982-02-26,3.12,99.27,6.0,204.12,96.75,3.6,4
