date,Rainfall,SP,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,SH2M,RH2M,T2M,T2MDEW,T2MWET,TSkin,T2M_RANGE,T2M_MAX,T2M_MIN,WD50M,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M
1981-05-23,3.28,99.5,6.73,8.71,4.27,4.45,203.31,7.2,83.56,11.86,8.97,10.41,11.9,8.59,16.39,7.8,204.38,3.84,7.4,11.24,9.35
1981-05-24,1.75,99.33,4.83,6.62,2.98,3.63,207.25,6.29,85.31,9.52,7.05,8.28,9.81,6.29,12.84,6.55,208.31,2.91,5.35,8.25,6.73
1981-05-25,10.91,98.7,3.39,4.69,1.91,2.78,192.88,6.47,90.38,8.85,7.32,8.08,9.06,4.54,11.16,6.62,194.19,4.31,2.26,6.57,4.72
1981-05-26,3.36,99.06,2.11,2.84,1.55,1.29,188.81,6.59,85.06,10.23,7.62,8.93,10.91,8.68,14.62,5.94,189.44,3.2,2.0,5.2,3.06
1981-05-27,2.76,99.31,3.45,5.19,1.67,3.52,195.19,6.84,87.62,10.33,8.23,9.27,10.57,8.19,14.36,6.17,195.31,4.83,2.62,7.45,4.87
1981-05-28,1.08,99.54,4.47,6.56,1.84,4.72,213.62,6.9,82.69,11.44,8.36,9.9,11.87,8.36,15.58,7.23,214.19,4.62,3.48,8.09,6.2
1981-05-29,1.65,99.94,3.77,5.52,2.18,3.34,199.44,8.18,88.94,12.56,10.83,11.69,12.57,10.89,17.76,6.88,200.06,2.83,4.15,6.98,5.73
1981-05-30,0.25,100.2,2.66,3.9,1.38,2.52,199.81,8.61,85.38,14.14,11.74,12.94,14.47,10.98,18.81,7.83,199.75,4.76,1.62,6.38,4.15
1981-05-31,2.45,100.08,3.7,5.34,2.49,2.84,190.06,9.28,89.62,14.52,12.84,13.69,14.58,8.96,18.94,9.98,190.56,2.9,3.92,6.81,5.69
1981-06-01,0.5,100.46,2.67,5.45,0.8,4.65,190.0,8.97,82.62,15.32,12.3,13.81,15.98,12.04,20.72,8.68,189.81,7.45,0.95,8.41,4.12
1981-06-02,17.33,100.0,6.23,8.35,3.97,4.38,175.38,8.48,85.69,14.05,11.55,12.8,14.13,8.77,18.3,9.53,176.19,4.0,6.69,10.7,8.62
1981-06-03,0.47,100.21,4.54,5.87,3.1,2.77,219.94,7.57,81.88,13.05,9.83,11.44,13.4,9.14,17.53,8.39,220.38,1.98,5.89,7.87,6.77
1981-06-04,0.76,99.9,7.2,10.36,3.13,7.23,220.94,7.02,84.81,11.23,8.69,9.95,11.26,7.91,14.76,6.85,221.94,7.11,6.67,13.78,9.99
1981-06-05,0.13,99.99,5.73,6.85,3.98,2.87,231.06,7.2,81.81,12.26,9.02,10.65,12.46,7.95,16.3,8.35,232.06,3.48,6.58,10.05,7.94
1981-06-06,1.66,99.87,8.35,12.05,5.49,6.56,223.38,7.45,83.94,12.21,9.48,10.84,12.08,6.66,15.46,8.8,224.5,7.58,8.43,16.01,11.48
1981-06-07,2.86,99.81,5.89,7.64,4.45,3.2,205.0,7.45,85.44,12.0,9.55,10.77,12.13,5.67,14.52,8.85,206.12,5.2,5.62,10.82,7.92
1981-06-08,0.55,98.97,8.02,10.46,5.88,4.59,213.62,8.54,82.62,14.59,11.48,13.03,14.54,7.91,18.51,10.61,214.56,5.84,7.85,13.68,10.95
1981-06-09,1.31,99.16,7.89,9.44,5.46,3.98,238.0,7.69,80.62,13.32,9.87,11.59,13.54,7.91,17.25,9.34,239.06,3.64,8.26,11.91,10.61
1981-06-10,2.95,100.38,5.85,7.92,3.17,4.74,232.31,6.84,82.25,11.41,8.31,9.87,11.64,7.43,14.65,7.23,233.12,4.25,5.65,9.9,7.95
1981-06-11,2.37,100.05,7.27,9.74,3.63,6.11,221.31,8.36,86.0,13.7,11.26,12.48,13.62,7.38,17.11,9.73,222.5,6.47,6.23,12.7,10.06
1981-06-12,0.98,101.3,3.65,5.18,1.86,3.32,120.06,7.63,82.19,13.29,10.14,11.71,13.72,5.71,16.35,10.64,120.06,3.81,3.38,7.19,5.13
1981-06-13,0.42,101.39,7.16,8.8,5.3,3.49,213.94,9.52,85.62,15.83,13.33,14.58,15.88,10.53,21.0,10.47,215.06,3.85,7.27,11.13,9.63
1981-06-14,0.45,100.94,6.59,7.52,5.53,1.99,243.62,10.86,85.31,17.9,15.3,16.6,18.19,10.6,22.98,12.37,244.62,2.16,7.22,9.38,8.73
1981-06-15,0.43,100.53,6.84,8.94,5.19,3.75,269.75,7.93,80.69,14.03,10.56,12.3,14.31,8.6,17.73,9.14,270.44,4.08,7.11,11.19,9.19
1981-06-16,0.37,100.88,7.08,9.13,5.13,4.0,299.56,6.16,75.88,11.27,6.94,9.1,11.66,8.68,15.52,6.84,300.44,3.96,7.7,11.65,9.59
1981-06-17,1.12,101.08,5.56,7.3,2.38,4.91,330.75,6.9,80.75,12.01,8.62,10.32,12.45,7.12,15.4,8.26,331.56,5.58,4.55,10.12,7.64
1981-06-18,0.51,101.43,3.49,5.15,1.87,3.29,307.31,6.77,84.56,11.04,8.41,9.73,11.08,6.29,14.03,7.73,307.44,3.07,3.25,6.32,5.2
1981-06-19,2.1,100.88,3.79,5.04,2.46,2.58,291.0,8.0,91.75,11.95,10.62,11.29,11.94,8.59,15.9,7.3,291.94,3.3,3.99,7.3,5.65
1981-06-20,1.28,101.09,3.41,4.19,2.3,1.89,231.88,7.69,86.88,12.37,10.16,11.27,12.66,7.98,15.9,7.92,232.06,2.37,4.3,6.67,5.09
1981-06-21,0.08,101.67,4.04,5.52,1.92,3.59,30.12,6.53,76.25,12.4,7.87,10.13,12.98,9.63,17.33,7.71,30.25,3.67,3.46,7.13,5.77
1981-06-22,0.12,101.52,2.24,3.12,1.44,1.67,288.88,8.61,78.31,15.61,11.59,13.6,16.23,14.79,21.73,6.94,289.5,3.31,1.73,5.04,3.3
1981-06-23,0.33,101.08,2.83,4.8,0.96,3.84,301.38,9.03,82.94,15.65,12.55,14.1,16.2,8.97,20.48,11.5,301.69,4.6,2.06,6.66,3.92
1981-06-24,1.39,100.66,5.05,6.24,3.59,2.66,132.69,7.93,83.19,13.54,10.62,12.08,13.66,8.04,17.08,9.05,133.5,2.72,5.94,8.66,7.05
1981-06-25,1.3,100.69,5.47,6.77,3.93,2.84,42.12,6.71,81.19,11.49,8.14,9.81,12.14,7.62,15.37,7.74,27.88,1.82,6.64,8.47,7.39
1981-06-26,0.88,100.47,6.12,7.84,4.3,3.53,59.31,5.98,79.31,10.06,6.48,8.26,10.41,6.5,13.11,6.6,45.12,2.84,7.02,9.86,8.39
1981-06-27,0.51,100.58,4.02,5.64,2.21,3.43,185.75,5.49,76.06,9.51,5.21,7.36,10.24,8.23,13.23,5.01,171.19,3.25,4.45,7.7,5.78
1981-06-28,0.13,100.79,3.93,5.23,2.31,2.92,19.56,5.68,75.81,10.01,5.61,7.81,10.67,10.85,14.44,3.59,19.38,2.77,3.87,6.63,5.77
1981-06-29,0.0,100.93,4.45,5.7,2.79,2.91,296.25,5.98,73.81,11.28,6.37,8.83,11.82,12.81,16.98,4.17,296.69,2.7,5.38,8.07,6.76
1981-06-30,0.18,100.45,6.2,8.66,3.46,5.21,277.56,7.87,80.25,14.05,10.45,12.26,14.1,9.15,18.5,9.35,278.12,4.16,6.91,11.07,8.84
1981-07-01,0.14,99.82,5.69,8.51,3.27,5.24,252.81,7.75,79.44,13.74,10.13,11.94,13.85,9.25,18.69,9.44,253.44,5.03,5.91,10.94,8.27
1981-07-02,1.08,99.4,3.98,5.25,2.55,2.7,221.5,7.45,81.81,12.69,9.46,11.08,12.97,6.37,15.75,9.38,222.0,2.95,4.22,7.17,5.82
1981-07-03,1.51,99.44,4.88,6.83,3.09,3.73,246.12,7.08,78.5,12.73,8.74,10.74,13.03,9.05,16.9,7.86,246.56,2.72,5.67,8.39,7.18
1981-07-04,0.26,100.28,3.37,4.23,1.79,2.45,225.75,8.79,81.81,15.25,11.98,13.62,15.77,10.34,19.05,8.71,226.19,3.59,3.2,6.8,5.02
1981-07-05,1.41,100.24,6.34,9.58,3.34,6.23,212.12,9.16,85.31,15.34,12.72,14.03,15.4,7.84,19.76,11.93,213.0,7.0,5.47,12.47,8.81
1981-07-06,0.22,100.42,6.55,9.04,4.6,4.44,221.94,8.79,82.5,15.26,12.08,13.67,15.25,8.8,20.16,11.37,222.75,4.89,6.82,11.72,9.22
1981-07-07,0.1,100.75,4.7,5.9,2.81,3.09,214.88,9.52,80.12,17.06,13.32,15.19,17.35,10.72,22.51,11.8,215.5,1.8,5.84,7.65,6.92
1981-07-08,1.45,100.47,2.43,3.34,1.23,2.11,175.25,10.44,82.56,17.65,14.46,16.05,17.84,13.57,23.53,9.96,175.69,3.98,2.48,6.47,3.8
1981-07-09,5.16,100.16,2.78,5.24,1.05,4.2,204.75,11.54,91.31,17.63,16.17,16.9,17.51,7.7,21.52,13.83,205.69,6.27,1.59,7.84,3.88
1981-07-10,0.8,100.46,2.82,4.51,0.99,3.52,288.38,8.73,78.69,15.94,11.98,13.96,16.35,8.52,20.17,11.65,289.25,5.25,1.17,6.42,4.01
1981-07-11,1.51,100.28,5.58,7.79,2.55,5.23,243.81,8.97,82.25,15.51,12.38,13.94,15.74,6.68,19.1,12.43,244.56,4.08,5.55,9.62,7.8
1981-07-12,0.18,100.48,3.55,4.28,2.09,2.2,289.94,8.61,80.75,15.25,11.78,13.51,15.62,6.62,18.23,11.61,290.44,3.18,4.1,7.28,5.2
1981-07-13,0.1,100.55,3.45,4.38,1.98,2.39,285.31,8.73,81.12,15.41,11.98,13.7,15.77,10.86,20.51,9.65,285.56,3.66,3.66,7.33,5.2
1981-07-14,0.61,100.93,4.1,5.84,1.91,3.92,303.75,8.36,82.19,14.58,11.39,12.98,15.12,8.99,19.15,10.15,303.88,3.59,3.98,7.57,5.97
1981-07-15,0.33,100.79,2.3,3.82,0.96,2.87,285.38,8.67,85.19,14.48,11.92,13.2,14.91,8.63,18.62,9.99,285.31,4.28,1.09,5.37,3.57
1981-07-16,2.17,100.05,5.96,8.73,2.14,6.59,261.38,8.3,83.69,13.99,11.13,12.56,13.97,8.78,18.4,9.63,262.06,6.82,4.5,11.31,8.34
1981-07-17,3.16,99.95,4.87,6.27,2.98,3.29,282.75,7.2,84.0,11.79,9.01,10.4,12.02,6.77,15.19,8.43,283.5,1.94,5.86,7.8,6.94
1981-07-18,0.26,100.64,4.23,5.73,2.22,3.51,319.12,7.2,78.25,13.26,9.16,11.21,13.73,9.2,17.63,8.44,304.69,2.2,4.69,6.89,6.12
1981-07-19,1.75,100.68,4.46,6.66,2.39,4.27,271.62,8.91,88.25,14.28,12.28,13.28,14.32,10.18,18.95,8.77,272.25,3.34,5.01,8.34,6.56
1981-07-20,1.15,100.59,6.55,7.83,5.3,2.52,282.12,9.46,82.81,16.31,13.23,14.77,16.58,7.59,19.9,12.31,282.75,3.05,7.04,10.09,8.92
1981-07-21,0.8,100.03,4.21,5.35,2.27,3.09,284.44,9.09,78.75,16.61,12.55,14.58,17.15,7.91,20.73,12.81,284.5,3.05,4.73,7.77,5.99
1981-07-22,5.66,99.04,5.06,5.99,3.28,2.71,248.19,8.24,83.06,13.98,10.96,12.48,14.31,7.38,17.91,10.54,249.06,2.47,5.53,7.99,6.98
1981-07-23,4.57,99.0,5.11,7.7,2.48,5.23,316.56,8.12,85.56,13.22,10.72,11.97,13.48,6.98,17.09,10.12,317.5,6.1,4.47,10.57,6.89
1981-07-24,1.54,100.08,6.74,8.69,4.49,4.2,318.44,7.26,82.25,12.32,9.24,10.78,12.51,7.03,15.66,8.63,319.5,3.12,7.83,10.94,9.16
1981-07-25,0.42,100.82,4.02,5.29,2.13,3.16,289.94,7.63,82.12,13.18,9.99,11.58,13.55,8.7,17.39,8.69,290.62,3.16,4.48,7.64,5.87
1981-07-26,0.34,101.12,4.94,7.38,2.65,4.73,282.69,8.73,84.19,14.98,12.08,13.54,15.23,10.72,21.05,10.33,283.25,3.73,5.36,9.09,7.05
1981-07-27,0.25,101.41,4.4,5.87,2.5,3.36,324.56,10.13,85.06,16.87,14.34,15.61,17.15,11.34,22.46,11.12,325.19,1.9,5.43,7.32,6.67
1981-07-28,0.14,101.06,2.34,3.53,0.77,2.77,287.12,10.74,83.62,18.23,15.2,16.72,18.61,10.38,23.58,13.2,286.81,4.95,0.97,5.92,3.99
1981-07-29,0.04,100.91,3.3,4.48,1.8,2.68,265.38,9.46,80.31,16.95,13.27,15.11,17.61,9.83,21.25,11.42,265.19,2.36,3.73,6.09,4.86
1981-07-30,0.04,100.99,1.0,1.62,0.25,1.38,168.56,8.67,75.06,16.72,12.01,14.37,17.12,12.65,22.59,9.94,169.19,2.8,0.32,3.12,1.43
1981-07-31,0.64,100.27,2.12,4.44,0.34,4.09,76.0,8.79,85.19,14.63,12.03,13.33,14.7,8.43,18.66,10.23,76.06,6.41,0.59,6.99,3.07
1981-08-01,1.57,100.48,4.55,6.23,2.6,3.62,54.94,7.51,78.0,13.87,9.8,11.83,14.54,9.54,18.51,8.98,55.25,2.27,5.38,7.65,6.33
1981-08-02,0.0,101.11,1.81,4.34,0.5,3.84,126.19,7.63,75.25,14.78,9.99,12.38,15.42,13.16,20.68,7.52,125.12,7.25,0.56,7.81,2.91
1981-08-03,0.03,101.41,4.43,6.1,2.7,3.4,218.19,9.83,81.06,17.37,13.82,15.6,17.72,11.81,23.15,11.34,218.38,2.7,4.78,7.48,6.6
1981-08-04,0.03,101.48,3.06,4.28,2.05,2.24,246.0,10.62,80.94,18.57,15.09,16.83,18.9,12.84,24.39,11.55,246.12,1.62,3.8,5.41,4.55
1981-08-05,17.08,101.0,1.62,2.65,0.83,1.81,225.38,12.15,83.25,20.3,17.15,18.73,20.75,9.44,24.84,15.4,223.06,4.33,0.86,5.19,2.5
1981-08-06,35.12,100.6,5.42,7.62,2.7,4.91,55.5,11.41,90.5,17.68,16.06,16.87,17.74,7.14,21.26,14.12,56.88,4.6,4.94,9.54,7.26
1981-08-07,3.59,100.61,5.73,6.82,4.1,2.73,35.94,9.95,89.62,15.71,13.98,14.84,15.98,5.14,18.84,13.71,37.38,2.42,6.08,8.5,7.51
1981-08-08,2.66,100.56,2.46,3.67,1.65,2.02,39.25,9.77,89.0,15.63,13.76,14.69,16.15,6.01,19.15,13.15,40.25,3.96,1.74,5.7,3.59
1981-08-09,1.19,100.79,4.32,6.07,1.56,4.51,336.44,8.97,85.25,15.09,12.51,13.8,15.31,5.73,18.3,12.57,336.94,4.09,3.22,7.3,5.99
1981-08-10,0.07,101.08,2.38,2.98,1.73,1.26,328.38,8.18,79.38,15.05,11.16,13.11,15.69,8.89,19.62,10.73,328.75,2.52,2.42,4.95,3.57
1981-08-11,0.01,100.92,1.77,3.11,0.82,2.29,269.88,8.79,75.56,16.78,12.07,14.42,16.76,12.67,22.19,9.51,270.25,2.37,1.16,3.52,2.29
1981-08-12,0.02,100.82,2.09,3.67,0.28,3.38,259.81,10.07,80.56,17.78,14.2,15.99,17.63,8.13,21.82,13.69,258.62,4.16,0.42,4.58,2.95
1981-08-13,0.01,100.77,3.34,5.08,2.01,3.08,234.88,9.28,81.88,16.35,12.95,14.65,16.24,10.71,21.56,10.85,235.06,3.62,3.58,7.2,5.12
1981-08-14,0.67,100.77,4.12,5.44,1.8,3.63,279.12,11.47,85.5,18.83,16.16,17.5,19.05,10.73,24.81,14.08,279.25,3.42,3.83,7.25,6.12
1981-08-15,0.52,100.74,3.16,4.48,1.44,3.05,311.69,9.64,82.88,16.54,13.45,15.0,17.11,10.7,22.05,11.35,310.81,4.12,3.01,7.13,4.56
1981-08-16,0.02,101.12,4.45,6.65,2.38,4.27,339.69,7.14,75.19,13.98,9.14,11.55,14.39,9.13,18.86,9.73,339.94,3.57,4.62,8.18,6.41
1981-08-17,0.42,101.4,2.91,3.88,2.03,1.84,297.5,7.45,76.5,14.15,9.76,11.95,14.55,12.34,19.65,7.3,297.75,3.1,3.35,6.45,4.41
1981-08-18,0.61,100.88,4.74,7.01,2.62,4.38,265.19,9.22,84.12,15.56,12.78,14.17,15.55,9.98,20.66,10.69,265.88,3.56,5.32,8.88,7.12
1981-08-19,2.12,100.24,6.35,8.55,3.02,5.54,272.5,8.61,83.81,14.67,11.78,13.23,14.83,7.05,18.42,11.37,273.38,6.09,5.56,11.66,8.83
1981-08-20,1.49,99.65,6.63,8.4,3.23,5.16,312.94,8.12,80.69,14.27,10.74,12.51,14.62,8.65,17.8,9.14,313.75,4.91,6.5,11.41,9.13
1981-08-21,0.5,100.29,5.05,6.8,3.37,3.43,288.81,8.06,83.25,13.68,10.76,12.23,13.73,9.76,18.54,8.78,289.56,3.04,5.84,8.88,7.43
1981-08-22,0.7,100.52,5.35,7.99,2.38,5.61,309.38,8.36,85.94,13.76,11.32,12.54,13.7,8.89,18.54,9.65,309.62,5.17,5.02,10.19,7.84
1981-08-23,0.07,101.31,1.8,2.66,0.82,1.84,238.5,7.63,77.44,14.23,10.15,12.19,14.97,12.16,19.57,7.4,252.19,4.63,0.91,5.55,2.85
1981-08-24,0.27,101.6,2.66,3.55,2.09,1.45,272.31,9.22,84.44,15.77,13.0,14.39,16.03,9.54,21.01,11.47,272.56,3.14,2.6,5.73,4.25
1981-08-25,0.1,101.76,2.75,4.23,1.89,2.34,313.12,9.95,84.81,16.73,14.16,15.44,17.04,11.91,22.43,10.52,313.62,3.49,2.16,5.66,4.45
1981-08-26,0.06,101.81,3.08,3.98,2.37,1.62,326.88,9.22,79.06,16.92,13.01,14.97,17.13,10.02,22.47,12.44,326.75,3.16,3.38,6.55,4.96
1981-08-27,0.01,101.51,2.02,2.52,1.27,1.25,307.38,9.34,77.19,17.41,13.04,15.23,17.24,14.72,24.05,9.34,306.88,3.7,1.41,5.1,3.03
1981-08-28,0.01,100.79,1.64,2.41,0.91,1.5,155.38,10.44,78.31,18.96,14.8,16.87,18.43,9.97,24.05,14.08,155.19,3.42,1.02,4.45,2.32
1981-08-29,1.31,100.43,2.93,3.69,2.02,1.68,141.12,10.74,87.31,17.38,15.15,16.26,17.52,7.16,21.39,14.24,142.06,3.71,3.23,6.95,4.55
1981-08-30,0.18,100.73,3.09,4.08,2.0,2.08,110.31,9.52,82.19,16.71,13.4,15.05,16.98,7.94,21.27,13.33,110.44,2.65,3.55,6.2,4.75
1981-08-31,0.13,100.81,4.09,5.02,3.08,1.95,57.38,8.36,81.5,14.85,11.4,13.12,15.47,8.59,19.37,10.79,57.62,2.95,4.48,7.43,5.71
1981-09-01,0.04,101.07,3.59,4.86,2.77,2.09,70.12,7.63,77.5,14.3,10.05,12.17,14.88,10.21,18.92,8.7,70.94,3.26,3.98,7.24,5.34
1981-09-02,0.18,101.43,2.84,3.73,2.17,1.55,71.44,8.06,80.75,14.41,10.92,12.66,14.81,9.71,19.23,9.51,71.81,2.76,3.05,5.8,4.48
1981-09-03,0.05,101.8,1.92,3.31,1.09,2.22,125.19,7.87,77.88,14.72,10.7,12.71,14.81,11.37,20.47,9.1,126.06,5.88,1.23,7.12,3.05
1981-09-04,0.02,101.6,3.28,3.83,2.09,1.73,195.56,7.81,77.06,14.94,10.55,12.74,14.86,12.27,21.28,9.01,195.69,3.16,4.09,7.25,5.28
1981-09-05,0.0,101.34,2.7,3.96,1.13,2.84,245.0,7.81,73.0,15.72,10.48,13.1,14.91,13.11,21.8,8.69,244.94,4.43,1.65,6.08,4.05
1981-09-06,0.0,101.11,1.88,3.7,0.21,3.49,135.88,8.42,76.19,15.99,11.48,13.73,14.75,9.05,21.31,12.26,136.88,7.57,0.27,7.84,3.08
1981-09-07,0.39,100.38,2.44,3.95,0.73,3.21,210.56,9.46,82.38,16.36,13.1,14.73,16.09,11.44,22.79,11.36,210.88,4.98,1.24,6.23,3.8
1981-09-08,1.06,100.34,4.29,5.92,1.82,4.1,252.25,9.89,86.25,16.4,13.9,15.15,16.29,10.34,22.05,11.72,252.56,4.77,2.94,7.7,6.53
1981-09-09,0.02,100.78,3.15,4.8,0.57,4.23,175.12,8.79,81.06,15.73,12.18,13.95,15.29,12.03,21.85,9.82,175.44,7.3,0.79,8.09,4.94
1981-09-10,10.15,99.72,7.4,10.48,4.09,6.39,171.38,10.01,82.5,17.24,13.94,15.59,17.03,10.35,22.67,12.32,172.25,5.96,7.69,13.64,10.4
1981-09-11,2.11,99.73,4.28,6.3,2.16,4.15,217.38,8.42,81.5,14.73,11.3,13.01,14.81,7.47,19.13,11.65,218.0,3.12,4.65,7.76,6.38
1981-09-12,13.16,99.87,2.63,4.59,0.12,4.46,251.81,7.57,83.5,12.74,9.79,11.26,13.05,6.97,16.79,9.81,250.31,6.65,0.22,6.87,4.11
1981-09-13,0.9,100.29,4.57,5.99,3.29,2.7,265.94,6.84,83.81,11.29,8.41,9.85,11.53,8.19,15.65,7.46,266.44,1.89,5.83,7.72,6.83
1981-09-14,10.78,100.51,4.31,5.61,2.84,2.78,211.94,8.12,91.25,12.1,10.82,11.46,12.05,8.22,15.46,7.24,212.62,5.37,3.22,8.59,6.44
1981-09-15,0.78,100.26,4.6,5.87,2.95,2.91,271.31,9.7,88.12,15.66,13.57,14.62,15.69,9.09,19.94,10.85,271.81,2.52,6.05,8.57,7.07
1981-09-16,0.91,100.63,2.96,5.63,1.83,3.8,253.69,7.81,86.0,12.67,10.33,11.5,12.46,5.62,15.18,9.55,254.19,5.68,2.62,8.3,4.98
1981-09-17,3.5,99.94,5.43,7.12,3.64,3.48,204.31,10.13,90.69,15.74,14.18,14.96,15.44,5.07,18.15,13.08,205.31,4.13,5.8,9.94,7.9
1981-09-18,9.52,98.83,6.79,9.0,4.91,4.09,213.75,8.85,85.75,14.29,11.83,13.05,14.06,6.23,16.61,10.37,214.75,3.97,8.16,12.14,9.48
1981-09-19,21.46,98.33,8.8,15.12,5.48,9.64,194.06,8.61,86.5,13.62,11.3,12.47,13.42,6.37,16.62,10.25,195.69,12.04,8.12,20.16,11.95
1981-09-20,0.66,97.97,9.25,16.13,4.91,11.23,230.5,7.2,79.38,12.33,8.74,10.54,12.05,6.83,16.05,9.23,231.75,13.41,7.97,21.38,12.73
1981-09-21,1.52,98.96,6.62,9.57,4.32,5.25,212.94,7.69,85.19,12.58,9.9,11.25,12.49,8.49,17.37,8.87,213.69,4.87,7.44,12.3,9.32
1981-09-22,0.69,99.63,4.11,5.88,2.62,3.26,248.69,7.45,86.25,11.86,9.44,10.65,11.82,8.68,16.31,7.64,248.88,1.54,5.64,7.17,6.62
1981-09-23,0.39,100.1,6.24,10.28,3.37,6.91,238.31,6.77,81.0,11.6,8.15,9.88,11.69,9.17,16.3,7.13,239.38,9.51,4.45,13.95,8.7
1981-09-24,5.79,98.8,7.59,10.33,4.93,5.4,206.94,8.85,88.5,13.94,12.01,12.97,13.68,5.26,17.37,12.12,208.06,6.15,7.88,14.02,10.48
1981-09-25,1.88,98.3,4.79,7.47,3.09,4.38,196.56,7.45,85.19,11.8,9.24,10.52,11.6,5.63,15.05,9.42,197.19,3.48,5.84,9.31,7.54
1981-09-26,14.96,97.47,7.59,10.12,5.8,4.31,163.38,8.0,87.62,12.26,10.16,11.21,11.9,5.15,14.76,9.61,164.69,4.12,8.71,12.84,10.57
1981-09-27,0.44,98.62,6.65,8.82,3.96,4.86,212.69,7.14,86.06,11.1,8.7,9.9,11.03,7.77,15.37,7.6,213.75,3.97,7.09,11.05,9.12
1981-09-28,0.45,99.89,5.23,7.41,3.1,4.3,241.88,6.96,86.0,10.95,8.49,9.72,10.82,8.09,15.71,7.62,242.56,2.7,6.62,9.32,7.87
1981-09-29,5.52,100.25,5.48,8.01,3.43,4.58,204.69,7.14,87.19,11.01,8.94,9.98,10.91,8.55,15.55,7.01,205.25,6.59,4.58,11.17,7.95
1981-09-30,9.95,99.6,6.04,8.16,4.41,3.75,198.19,9.7,90.06,15.19,13.49,14.34,14.79,6.05,18.55,12.51,199.31,4.46,6.96,11.42,8.9
1981-10-01,8.62,98.78,5.44,7.48,4.12,3.35,161.94,9.89,91.75,14.95,13.6,14.28,14.55,5.02,17.66,12.64,162.94,4.42,6.09,10.52,8.05
1981-10-02,0.81,97.79,6.77,9.76,4.58,5.18,206.56,6.71,84.75,9.93,7.4,8.66,9.76,8.47,13.14,4.67,207.62,4.91,7.45,12.35,9.41
1981-10-03,2.9,97.28,3.97,5.25,1.05,4.2,213.69,5.68,89.75,6.78,5.15,5.97,6.93,5.39,9.73,4.34,214.56,5.22,2.05,7.26,5.38
1981-10-04,2.19,98.28,2.95,4.82,0.52,4.3,237.81,5.74,78.88,9.23,5.48,7.36,8.43,8.38,13.54,5.16,237.62,5.69,0.66,6.34,4.12
1981-10-05,1.91,99.2,1.93,3.54,0.7,2.84,213.75,6.96,87.25,10.52,8.36,9.44,9.84,7.95,15.07,7.12,214.56,3.34,1.21,4.55,3.01
1981-10-06,6.77,98.95,3.38,7.29,1.73,5.55,216.06,7.08,92.88,9.67,8.58,9.12,9.23,6.88,13.22,6.33,216.38,7.3,3.06,10.36,5.12
1981-10-07,0.98,99.9,9.0,12.48,4.44,8.04,241.94,5.31,76.56,8.82,4.65,6.73,8.53,6.27,12.53,6.26,242.88,8.39,7.91,16.3,12.54
1981-10-08,4.31,99.72,9.66,10.65,7.18,3.47,208.81,8.67,91.81,13.03,11.73,12.37,12.74,8.39,16.83,8.44,210.31,4.3,10.06,14.36,12.98
1981-10-09,6.91,98.34,12.17,14.55,9.9,4.66,221.0,7.26,84.19,11.47,8.83,10.15,11.23,5.37,13.58,8.22,222.75,5.7,13.52,19.23,16.15
1981-10-10,3.29,98.87,7.06,14.04,2.55,11.49,249.44,5.25,77.81,8.08,4.26,6.16,7.99,5.99,11.51,5.51,250.5,13.74,4.83,18.57,9.8
1981-10-11,0.27,99.34,8.23,11.49,4.1,7.39,276.81,4.82,78.31,6.94,3.24,5.09,6.8,5.48,10.18,4.71,278.06,7.94,6.84,14.77,11.24
1981-10-12,2.02,99.22,5.73,7.88,3.48,4.39,275.31,5.0,87.75,5.67,3.73,4.7,5.61,5.16,8.73,3.57,276.25,6.03,4.62,10.65,7.84
1981-10-13,0.23,99.99,5.68,7.34,3.12,4.21,279.75,4.7,85.81,5.27,2.94,4.11,5.06,7.49,9.61,2.12,280.81,3.45,6.59,10.05,8.41
1981-10-14,0.18,99.82,2.58,3.27,1.74,1.52,244.12,4.39,83.19,4.68,1.84,3.26,4.8,7.17,8.76,1.58,244.12,3.54,2.72,6.26,4.08
1981-10-15,0.63,99.75,2.7,3.75,2.07,1.68,182.31,4.15,82.62,4.1,1.12,2.62,3.8,8.38,8.71,0.33,182.62,0.73,3.92,4.66,4.3
1981-10-16,0.02,100.73,1.65,2.4,0.53,1.88,230.69,4.21,83.81,3.87,1.39,2.63,2.09,9.92,9.05,-0.87,231.31,3.04,0.76,3.8,2.27
1981-10-17,6.91,100.51,4.95,6.59,1.34,5.25,51.94,5.0,95.56,4.07,3.72,3.89,3.49,8.52,7.97,-0.56,53.06,7.25,1.96,9.21,6.88
1981-10-18,0.43,100.68,3.79,6.38,1.23,5.15,119.94,5.37,88.44,6.8,4.9,5.85,6.62,6.74,11.33,4.58,120.88,6.87,1.91,8.78,5.55
1981-10-19,9.51,99.89,6.92,8.41,4.1,4.31,222.56,7.45,96.06,9.78,9.2,9.49,9.47,8.41,13.04,4.63,224.12,3.95,6.98,10.94,9.52
1981-10-20,12.12,99.3,5.83,9.13,2.62,6.51,304.12,5.68,88.44,7.33,5.44,6.39,7.08,7.77,11.33,3.55,304.94,7.04,4.81,11.85,8.3
1981-10-21,0.25,99.67,5.36,6.2,4.46,1.73,305.38,4.88,87.44,5.51,3.41,4.47,5.44,7.29,9.89,2.6,306.5,3.36,5.97,9.33,7.53
