date,Rainfall,T2M,RH2M,SP,WS10M,WD10M,season
2000-03-13,2.34,5.74,95.31,97.23,6.65,271.06,1
2000-03-14,1.55,1.74,89.81,97.37,8.96,295.06,1
2000-03-15,1.66,4.77,96.62,98.15,7.04,275.69,1
2000-03-16,0.57,6.13,94.19,98.38,5.81,278.69,1
2000-03-17,0.85,5.35,95.31,98.54,5.2,236.38,1
2000-03-18,0.02,2.44,90.0,99.0,2.62,165.62,1
2000-03-19,0.47,5.71,95.12,98.6,5.97,257.5,1
2000-03-20,1.19,6.65,95.56,98.01,6.0,253.69,1
2000-03-21,1.83,4.73,92.44,97.22,4.09,287.19,1
2000-03-22,0.28,1.09,87.88,96.99,1.76,278.0,1
2000-03-23,12.42,1.47,96.62,96.4,7.7,105.31,1
2000-03-24,5.77,3.27,96.0,95.41,6.23,154.12,1
2000-03-25,1.68,2.39,92.94,95.65,4.48,179.75,1
2000-03-26,0.36,3.12,89.62,96.35,3.22,59.25,1
2000-03-27,0.14,1.57,87.12,97.63,4.09,48.94,1
2000-03-28,0.27,2.7,85.62,98.17,1.72,71.12,1
2000-03-29,2.28,3.61,93.38,97.94,2.23,72.06,1
2000-03-30,1.8,5.03,88.0,97.14,1.65,107.06,1
2000-03-31,3.59,4.9,93.06,95.81,1.16,213.0,1
2000-04-01,10.26,3.66,92.5,95.31,1.96,76.88,1
2000-04-02,4.59,-0.02,90.44,95.71,8.41,43.75,1
2000-04-03,0.35,-2.24,86.31,96.02,7.59,12.12,1
2000-04-04,0.13,-1.54,87.94,96.39,5.73,144.56,1
2000-04-05,0.03,1.3,85.31,97.29,2.59,285.06,1
2000-04-06,0.01,2.55,87.06,98.16,3.1,216.88,1
2000-04-07,1.69,2.73,93.81,98.08,5.75,210.44,1
2000-04-08,0.65,5.67,88.69,97.63,3.08,223.31,1
2000-04-09,0.42,4.12,88.81,97.63,3.09,72.38,1
2000-04-10,3.11,3.65,93.94,96.79,3.3,258.38,1
2000-04-11,4.64,1.58,90.88,94.7,4.2,90.12,1
2000-04-12,2.84,2.54,90.19,95.0,9.46,42.69,1
2000-04-13,1.36,1.52,86.75,95.31,8.77,56.94,1
2000-04-14,0.28,1.31,81.94,95.66,3.95,244.56,1
2000-04-15,1.49,1.19,85.81,95.05,4.48,161.56,1
2000-04-16,0.85,1.5,87.44,95.14,3.94,100.62,1
2000-04-17,2.59,1.33,91.12,94.65,4.18,114.25,1
2000-04-18,1.62,3.62,86.56,95.09,2.3,237.44,1
2000-04-19,5.19,4.78,85.25,95.5,4.67,116.19,1
2000-04-20,5.13,7.65,89.25,94.99,7.98,173.0,1
2000-04-21,5.29,7.16,90.81,95.36,6.58,182.12,1
2000-04-22,3.13,6.81,90.31,95.86,2.61,172.94,1
2000-04-23,7.2,6.47,91.19,96.11,2.2,154.81,1
2000-04-24,4.96,6.5,89.44,96.25,3.16,109.88,1
2000-04-25,6.63,2.79,92.12,96.3,9.76,34.62,1
2000-04-26,19.04,2.59,92.81,96.15,11.03,32.12,1
2000-04-27,3.3,5.23,93.06,96.09,3.8,124.62,1
2000-04-28,0.96,7.77,88.44,96.45,3.02,101.69,1
2000-04-29,1.05,9.14,89.62,96.77,3.54,100.12,1
2000-04-30,0.22,9.29,82.75,97.62,2.51,208.06,1
2000-05-01,0.02,10.37,80.94,98.0,2.04,166.56,1
2000-05-02,0.2,10.08,83.25,98.23,1.94,113.94,1
2000-05-03,0.2,9.54,83.31,98.26,1.52,76.19,1
2000-05-04,0.13,8.75,84.25,98.03,1.95,105.06,1
2000-05-05,0.01,6.82,82.94,97.57,3.96,100.31,1
2000-05-06,0.04,8.3,88.56,97.31,4.48,104.38,1
2000-05-07,0.04,10.13,88.25,97.54,4.45,94.25,1
2000-05-08,0.0,10.53,80.19,97.6,3.38,99.31,1
2000-05-09,0.0,13.33,73.81,97.46,1.65,106.56,1
2000-05-10,0.05,10.41,87.12,97.89,4.28,71.44,1
2000-05-11,0.09,8.09,83.0,98.19,6.37,87.19,1
2000-05-12,0.08,8.51,85.0,97.93,7.02,98.25,1
2000-05-13,0.09,11.39,85.75,97.74,5.11,117.25,1
2000-05-14,0.33,13.44,86.0,97.48,4.49,151.31,1
2000-05-15,2.9,11.51,89.31,96.75,5.62,185.25,1
2000-05-16,6.59,9.08,91.62,95.92,4.37,211.12,1
2000-05-17,4.01,6.48,88.38,95.27,5.71,272.38,1
2000-05-18,4.05,6.95,86.62,95.5,5.06,289.69,1
2000-05-19,2.47,6.92,83.56,95.94,3.99,318.31,1
2000-05-20,3.86,7.27,87.38,96.23,3.23,179.81,1
2000-05-21,1.69,8.83,84.5,96.1,2.89,208.75,1
2000-05-22,1.09,6.73,81.62,96.48,4.15,250.44,1
2000-05-23,7.7,6.41,90.44,95.72,6.81,213.5,1
2000-05-24,3.67,5.83,88.94,96.0,5.27,232.44,1
2000-05-25,4.12,5.5,88.25,95.8,3.64,239.31,1
2000-05-26,1.84,6.02,81.56,95.94,2.57,185.12,1
2000-05-27,4.2,4.98,89.88,95.28,3.69,263.31,1
2000-05-28,7.69,4.9,90.75,95.51,2.69,330.75,1
2000-05-29,1.8,5.95,84.38,96.41,4.35,301.06,1
2000-05-30,1.82,5.9,86.88,96.58,3.92,269.12,1
2000-05-31,4.8,7.03,86.88,96.64,4.38,215.75,1
2000-06-01,8.13,10.11,93.12,95.82,6.33,218.0,2
2000-06-02,0.23,8.59,75.75,96.9,4.13,150.81,2
2000-06-03,0.1,6.99,76.56,97.59,5.46,79.94,2
2000-06-04,8.43,5.01,90.38,97.42,6.69,75.62,2
2000-06-05,3.65,6.76,88.56,97.47,4.1,90.0,2
2000-06-06,4.37,7.66,91.19,97.01,3.72,202.31,2
2000-06-07,2.42,8.4,81.25,97.15,4.79,231.06,2
2000-06-08,7.21,8.41,93.25,96.31,6.4,159.75,2
2000-06-09,3.9,9.06,85.0,96.25,3.7,210.12,2
2000-06-10,8.17,8.62,85.62,96.21,6.89,213.69,2
2000-06-11,3.75,7.95,89.94,96.25,6.93,240.5,2
2000-06-12,6.49,12.06,92.81,96.35,8.91,226.25,2
2000-06-13,1.91,8.47,81.25,96.75,11.38,246.56,2
2000-06-14,1.05,8.69,82.44,97.27,5.12,263.62,2
2000-06-15,0.46,8.58,78.62,97.85,3.8,267.06,2
2000-06-16,0.43,10.08,87.31,98.01,4.08,112.81,2
2000-06-17,3.15,13.29,92.38,97.42,5.36,199.31,2
2000-06-18,0.4,14.55,89.19,97.23,3.73,201.62,2
2000-06-19,2.89,15.76,88.75,96.53,3.02,205.0,2
2000-06-20,4.54,12.87,91.5,96.09,5.74,161.56,2
2000-06-21,11.47,12.15,89.56,95.3,5.78,184.31,2
2000-06-22,5.11,10.63,88.25,95.53,4.04,250.75,2
2000-06-23,1.69,8.62,91.69,96.4,7.36,299.31,2
2000-06-24,1.57,8.15,87.44,97.14,4.69,240.75,2
2000-06-25,0.13,9.22,78.12,97.61,2.02,88.25,2
2000-06-26,0.12,10.58,78.69,97.84,1.97,188.31,2
2000-06-27,0.57,11.74,84.69,97.76,1.35,175.19,2
2000-06-28,2.21,10.97,91.38,97.59,1.62,125.62,2
2000-06-29,0.29,11.19,79.44,97.47,2.57,64.62,2
2000-06-30,0.33,10.44,81.81,96.96,2.09,118.69,2
2000-07-01,0.14,12.83,82.38,96.41,1.53,162.56,2
2000-07-02,0.22,12.22,86.44,96.69,3.91,88.56,2
2000-07-03,0.3,12.24,82.81,96.67,2.62,121.19,2
2000-07-04,1.19,12.02,87.19,96.52,1.99,104.75,2
2000-07-05,7.43,10.48,90.94,96.87,2.73,93.69,2
2000-07-06,1.43,10.03,78.69,97.51,2.88,37.0,2
2000-07-07,2.14,9.69,88.0,97.38,4.47,298.44,2
2000-07-08,4.56,9.98,90.31,96.44,3.77,253.25,2
2000-07-09,12.15,10.13,91.62,94.85,2.59,73.56,2
2000-07-10,2.21,9.48,84.0,95.45,7.94,234.62,2
2000-07-11,0.7,8.36,81.81,96.2,5.43,328.25,2
2000-07-12,1.35,9.42,86.0,96.47,2.52,270.19,2
2000-07-13,3.41,10.33,87.5,96.06,6.23,277.38,2
2000-07-14,1.68,9.93,87.0,96.45,6.6,312.25,2
2000-07-15,0.12,10.9,82.0,97.25,4.24,278.62,2
2000-07-16,0.03,11.51,75.38,97.43,1.93,121.81,2
2000-07-17,0.01,12.62,74.75,97.42,1.73,215.75,2
2000-07-18,1.11,13.39,87.19,97.52,2.41,226.69,2
2000-07-19,1.32,12.85,88.94,97.45,4.33,275.88,2
2000-07-20,0.11,12.98,86.5,97.76,3.09,296.38,2
2000-07-21,0.55,15.03,88.56,98.14,2.34,123.94,2
2000-07-22,0.32,14.71,86.44,98.01,2.75,94.62,2
2000-07-23,0.21,14.4,86.0,97.49,3.44,73.38,2
2000-07-24,0.18,13.33,84.38,96.79,3.61,30.88,2
2000-07-25,2.0,12.79,87.75,96.27,2.17,75.25,2
2000-07-26,0.68,12.62,89.56,96.41,2.34,131.0,2
2000-07-27,1.16,13.91,85.44,96.55,2.34,200.44,2
2000-07-28,6.27,14.05,87.62,96.62,1.36,246.44,2
2000-07-29,7.18,14.2,88.12,96.99,1.05,160.81,2
2000-07-30,4.89,14.37,86.38,97.37,1.42,186.31,2
2000-07-31,5.83,13.71,94.12,97.04,4.02,143.94,2
2000-08-01,3.64,13.51,86.06,96.54,4.77,203.38,2
2000-08-02,7.07,12.37,92.75,96.27,4.19,81.31,2
2000-08-03,1.51,13.19,86.19,97.06,3.41,189.94,2
2000-08-04,0.66,12.15,91.0,97.5,4.89,267.75,2
2000-08-05,1.75,13.73,92.88,97.56,4.78,252.25,2
2000-08-06,0.89,13.76,86.88,97.65,5.73,289.62,2
2000-08-07,3.74,12.5,92.31,97.62,3.8,277.06,2
2000-08-08,3.78,14.8,90.0,97.31,3.02,228.12,2
2000-08-09,20.91,14.05,95.0,96.48,5.6,196.5,2
2000-08-10,0.73,13.4,90.5,96.69,5.18,293.94,2
2000-08-11,0.61,12.5,90.62,96.84,2.46,230.25,2
2000-08-12,4.5,13.55,92.88,96.44,4.16,211.12,2
2000-08-13,3.09,14.68,82.56,96.59,1.23,157.25,2
2000-08-14,9.65,13.83,91.12,96.38,5.03,219.81,2
2000-08-15,2.14,11.48,87.0,96.64,3.62,229.19,2
2000-08-16,4.61,9.8,91.75,96.12,3.27,214.5,2
2000-08-17,3.8,10.13,89.81,96.0,2.45,222.44,2
2000-08-18,2.07,10.77,83.44,96.25,1.07,242.5,2
2000-08-19,5.4,9.48,92.88,96.46,2.28,76.75,2
2000-08-20,5.42,8.96,90.75,96.76,1.79,113.25,2
2000-08-21,2.88,9.87,89.62,96.92,2.83,100.62,2
2000-08-22,1.63,10.98,84.94,97.6,1.98,105.5,2
2000-08-23,0.13,11.06,87.81,97.89,2.9,231.25,2
2000-08-24,1.18,13.43,92.81,97.72,4.34,286.25,2
2000-08-25,4.02,15.13,84.69,97.36,2.1,160.94,2
2000-08-26,14.46,13.83,94.56,96.14,4.43,185.19,2
2000-08-27,3.58,12.66,85.88,96.5,2.07,238.5,2
2000-08-28,3.01,12.02,87.31,97.12,1.37,145.31,2
2000-08-29,1.27,11.9,86.44,97.47,1.18,154.81,2
2000-08-30,0.94,11.36,89.06,97.2,2.59,181.06,2
2000-08-31,11.43,11.82,93.0,95.6,4.93,179.06,2
2000-09-01,3.78,10.97,92.75,95.49,3.87,43.88,3
2000-09-02,0.66,10.3,86.81,96.77,4.26,29.06,3
2000-09-03,0.0,8.3,83.44,97.49,1.89,119.94,3
2000-09-04,4.79,11.26,92.44,97.33,3.91,190.25,3
2000-09-05,1.38,11.83,89.69,96.8,2.94,253.69,3
2000-09-06,18.01,10.29,88.62,95.85,6.88,257.88,3
2000-09-07,9.93,10.82,89.94,95.7,9.09,227.06,3
2000-09-08,3.82,10.23,90.25,96.37,8.71,246.75,3
2000-09-09,1.66,9.72,90.38,97.19,5.52,248.5,3
2000-09-10,2.29,10.86,88.56,97.53,1.76,187.44,3
2000-09-11,26.75,10.15,96.06,96.83,6.29,81.12,3
2000-09-12,1.79,10.51,94.44,96.42,3.16,150.06,3
2000-09-13,2.03,10.01,94.5,96.46,3.27,204.19,3
2000-09-14,5.47,11.1,93.62,96.31,2.95,225.69,3
2000-09-15,0.54,10.54,90.5,96.47,2.02,188.88,3
2000-09-16,1.36,10.48,94.81,96.53,3.01,266.62,3
2000-09-17,12.05,10.63,94.69,95.73,3.71,222.69,3
2000-09-18,3.79,7.63,92.81,94.85,3.97,219.69,3
2000-09-19,5.58,7.87,90.06,95.41,4.59,117.12,3
2000-09-20,13.5,8.98,93.62,95.33,7.63,131.0,3
2000-09-21,5.07,8.93,92.44,96.08,6.55,137.81,3
2000-09-22,9.1,10.48,91.88,96.5,5.5,197.38,3
2000-09-23,5.7,12.29,96.5,96.93,6.34,127.06,3
2000-09-24,8.5,12.35,96.06,96.7,6.28,108.38,3
2000-09-25,4.02,11.35,94.81,96.91,4.08,108.38,3
2000-09-26,12.07,9.9,95.25,96.55,6.56,96.38,3
2000-09-27,12.04,9.59,96.44,95.04,5.58,196.81,3
2000-09-28,3.22,7.48,95.62,94.71,4.1,158.0,3
2000-09-29,1.13,9.7,92.56,95.34,5.45,113.12,3
2000-09-30,0.86,11.36,89.75,96.06,2.02,87.19,3
2000-10-01,3.47,9.55,96.19,95.34,5.11,139.06,3
2000-10-02,1.81,7.74,93.0,95.55,4.02,226.31,3
2000-10-03,16.38,10.94,96.69,95.59,8.15,173.44,3
2000-10-04,3.41,6.98,93.88,96.12,6.4,237.38,3
2000-10-05,1.43,5.3,92.25,96.79,3.7,293.06,3
2000-10-06,2.98,6.2,95.19,97.64,2.57,262.0,3
2000-10-07,5.29,8.12,96.5,96.69,4.04,210.0,3
2000-10-08,2.32,5.58,93.5,96.24,4.7,239.69,3
2000-10-09,21.17,4.53,96.69,94.78,6.48,117.25,3
2000-10-10,9.29,5.7,94.25,92.89,3.67,65.81,3
2000-10-11,6.38,5.36,95.31,92.67,5.43,125.38,3
2000-10-12,4.68,7.18,94.75,94.27,5.47,301.69,3
2000-10-13,3.39,6.93,93.62,95.94,4.26,275.0,3
2000-10-14,1.89,7.4,93.94,96.07,4.89,219.5,3
2000-10-15,0.61,8.36,95.81,96.16,6.08,181.12,3
2000-10-16,7.13,7.0,96.31,95.69,4.26,225.69,3
2000-10-17,12.35,6.35,95.06,96.25,7.3,198.88,3
2000-10-18,2.06,7.33,94.06,95.73,6.96,213.0,3
2000-10-19,3.57,5.17,96.06,96.31,5.46,205.56,3
2000-10-20,5.03,5.33,95.19,96.32,7.05,161.69,3
2000-10-21,0.72,5.48,94.44,97.04,3.34,253.25,3
2000-10-22,4.2,5.93,95.69,96.83,7.12,165.38,3
2000-10-23,10.67,7.48,96.94,95.46,6.89,216.0,3
2000-10-24,15.64,6.98,96.38,95.66,6.74,229.81,3
2000-10-25,8.08,6.64,94.31,94.72,9.81,263.44,3
2000-10-26,4.0,5.59,96.12,95.7,7.02,249.44,3
2000-10-27,4.73,6.82,95.62,95.44,5.75,216.88,3
2000-10-28,13.7,5.48,97.56,94.28,7.2,150.62,3
2000-10-29,17.9,4.41,95.0,93.11,12.13,224.69,3
2000-10-30,0.87,2.54,94.5,92.5,3.45,236.19,3
2000-10-31,3.65,3.74,95.88,93.38,5.08,258.5,3
2000-11-01,1.96,1.9,95.62,93.66,3.06,250.38,3
2000-11-02,0.82,1.73,97.5,93.99,2.95,120.81,3
2000-11-03,0.35,1.97,96.0,94.19,4.34,300.31,3
2000-11-04,1.3,3.37,96.88,95.24,4.23,275.25,3
2000-11-05,0.73,2.23,95.88,95.29,3.64,134.5,3
2000-11-06,5.97,3.28,94.81,94.6,9.73,34.19,3
2000-11-07,2.92,4.13,92.5,94.56,10.27,50.44,3
2000-11-08,3.68,3.76,93.5,94.42,10.12,341.31,3
2000-11-09,2.84,3.71,95.31,95.41,5.59,329.75,3
2000-11-10,5.45,2.84,97.19,95.77,3.8,210.38,3
2000-11-11,8.63,3.17,97.31,94.72,4.51,175.19,3
2000-11-12,5.1,2.98,96.94,93.69,3.01,225.06,3
2000-11-13,1.82,2.87,97.69,94.36,3.77,295.38,3
2000-11-14,1.06,3.45,94.94,95.55,3.64,328.38,3
2000-11-15,5.48,3.01,97.38,95.23,4.76,190.56,3
2000-11-16,2.37,2.4,97.19,94.91,3.64,269.25,3
2000-11-17,3.12,1.74,96.94,95.64,4.51,272.25,3
2000-11-18,4.2,3.23,96.62,94.76,6.42,258.81,3
2000-11-19,3.02,2.37,96.5,94.15,6.77,286.06,3
2000-11-20,3.01,1.31,97.56,94.5,3.73,186.25,3
2000-11-21,1.44,1.37,97.75,94.6,5.14,100.0,3
2000-11-22,8.56,2.65,97.38,93.81,4.88,151.81,3
2000-11-23,1.28,3.15,97.44,94.82,4.51,226.31,3
2000-11-24,2.3,2.25,98.0,94.9,3.82,201.12,3
2000-11-25,7.58,3.69,97.75,93.6,6.25,140.0,3
2000-11-26,2.58,3.47,96.81,93.66,4.84,233.44,3
2000-11-27,4.57,3.94,97.62,95.23,4.77,185.56,3
2000-11-28,10.15,6.97,98.75,94.87,3.95,163.81,3
2000-11-29,12.25,7.55,95.81,94.03,11.7,181.56,3
2000-11-30,6.71,4.37,95.94,95.14,8.2,178.38,3
2000-12-01,5.27,7.17,97.69,94.5,7.15,160.88,4
2000-12-02,11.96,5.96,96.25,94.56,11.54,201.44,4
2000-12-03,6.33,4.81,97.0,95.44,7.02,194.38,4
2000-12-04,21.84,7.15,97.19,94.23,7.91,180.06,4
2000-12-05,8.19,7.31,96.44,94.33,7.72,177.94,4
2000-12-06,10.76,6.38,97.0,94.71,6.29,168.31,4
2000-12-07,1.19,6.12,97.81,95.1,4.88,134.94,4
2000-12-08,16.04,4.98,97.25,93.47,7.43,97.19,4
2000-12-09,12.98,5.1,97.38,93.78,8.67,218.56,4
2000-12-10,5.17,4.33,96.94,94.44,6.58,206.69,4
2000-12-11,7.57,4.77,96.5,95.25,5.97,195.0,4
2000-12-12,17.75,6.36,96.94,94.44,6.79,186.81,4
2000-12-13,6.43,3.31,94.88,93.95,10.71,258.12,4
2000-12-14,3.85,2.11,94.06,95.04,8.76,305.0,4
2000-12-15,0.2,-1.82,92.56,96.16,3.37,323.31,4
2000-12-16,1.17,-1.26,94.94,96.38,1.09,246.81,4
2000-12-17,2.26,-0.6,98.25,96.29,3.34,123.75,4
2000-12-18,1.69,0.35,98.25,96.54,4.07,130.81,4
2000-12-19,10.45,0.57,98.0,96.65,8.16,122.31,4
2000-12-20,22.52,2.87,99.19,96.27,4.45,143.38,4
2000-12-21,0.56,2.7,99.12,97.11,3.75,110.5,4
2000-12-22,0.94,2.3,98.81,96.98,2.96,102.19,4
2000-12-23,1.13,1.94,97.88,96.52,3.3,71.56,4
2000-12-24,0.67,-1.02,96.38,96.45,5.45,45.06,4
2000-12-25,0.19,-1.89,97.75,96.29,3.79,35.38,4
2000-12-26,0.79,-2.31,97.12,95.23,2.17,234.75,4
2000-12-27,3.23,-4.57,98.81,94.6,3.28,155.81,4
2000-12-28,2.34,-2.93,97.5,94.77,4.92,63.88,4
2000-12-29,0.23,-4.23,99.12,95.45,4.45,324.19,4
2000-12-30,0.51,-3.06,99.56,95.98,3.13,284.5,4
2000-12-31,12.93,-1.21,97.88,94.82,6.79,158.25,4
2001-01-01,8.52,1.6,99.31,93.13,5.87,173.94,4
2001-01-02,5.67,1.75,99.38,93.09,4.18,182.31,4
2001-01-03,6.01,0.82,97.69,93.77,7.44,206.62,4
2001-01-04,4.04,1.78,99.81,93.78,2.79,216.44,4
2001-01-05,1.43,1.51,99.69,93.77,2.41,234.69,4
2001-01-06,2.77,1.8,99.69,94.04,2.99,239.06,4
2001-01-07,2.59,1.61,98.62,95.05,3.5,287.38,4
2001-01-08,1.32,1.95,98.62,96.12,3.46,294.75,4
2001-01-09,0.39,-0.89,97.88,96.67,1.71,97.25,4
2001-01-10,0.16,-1.64,97.81,97.46,3.95,32.75,4
2001-01-11,0.07,-2.7,98.56,98.32,3.53,45.94,4
2001-01-12,0.25,-0.74,98.69,98.45,4.19,103.56,4
2001-01-13,0.32,-1.8,99.38,98.62,3.68,155.31,4
2001-01-14,0.17,-2.3,98.88,98.8,2.94,167.0,4
2001-01-15,0.35,-3.08,96.75,97.94,3.55,131.38,4
2001-01-16,0.24,-4.23,98.62,97.62,2.24,110.56,4
2001-01-17,0.56,-2.89,98.56,97.4,2.58,115.75,4
2001-01-18,0.87,-2.7,99.12,97.35,2.15,73.88,4
2001-01-19,0.64,-2.02,99.44,97.6,2.1,77.56,4
2001-01-20,0.63,-1.77,98.81,97.61,3.76,99.75,4
2001-01-21,5.39,-1.85,98.12,96.32,6.72,140.19,4
2001-01-22,13.58,0.06,97.81,94.73,10.49,122.25,4
2001-01-23,6.69,1.65,98.56,93.04,6.84,144.31,4
2001-01-24,4.94,1.9,95.5,92.83,8.84,220.75,4
2001-01-25,8.2,1.17,97.25,93.6,8.45,188.06,4
2001-01-26,10.78,1.48,97.44,93.63,8.1,220.62,4
2001-01-27,1.57,0.3,96.94,94.54,4.73,272.06,4
2001-01-28,0.32,-1.1,98.56,95.9,2.3,302.81,4
2001-01-29,0.51,-0.27,98.75,96.93,2.23,250.19,4
2001-01-30,1.81,0.05,98.44,96.93,3.1,122.25,4
2001-01-31,0.79,0.21,98.69,97.76,2.83,117.56,4
2001-02-01,8.38,-0.1,98.31,97.38,4.77,165.94,4
2001-02-02,5.97,1.68,99.88,96.29,2.77,221.56,4
2001-02-03,10.93,0.16,97.94,95.5,4.37,85.94,4
2001-02-04,7.19,-2.38,97.25,95.21,10.48,92.12,4
2001-02-05,5.29,-2.33,96.88,94.43,8.33,76.25,4
2001-02-06,28.36,-0.18,97.44,93.09,7.76,114.38,4
2001-02-07,2.48,-3.16,96.19,94.19,3.91,309.69,4
2001-02-08,0.28,-4.9,98.19,95.68,3.22,318.75,4
2001-02-09,0.4,-4.07,98.75,96.94,2.4,227.94,4
2001-02-10,13.94,0.32,98.5,96.34,7.49,170.75,4
2001-02-11,10.71,3.37,96.75,96.12,10.2,229.38,4
2001-02-12,0.25,1.82,94.62,97.56,4.99,278.62,4
2001-02-13,0.28,1.98,97.94,98.52,4.81,234.44,4
2001-02-14,0.3,1.94,96.44,98.15,5.41,215.31,4
2001-02-15,0.97,2.87,97.81,98.21,3.88,268.06,4
2001-02-16,0.18,0.12,96.88,98.84,2.87,278.06,4
2001-02-17,0.29,0.83,98.5,99.37,1.84,243.81,4
2001-02-18,0.61,1.24,97.0,99.0,4.64,223.75,4
2001-02-19,1.06,2.52,93.62,98.84,3.81,291.5,4
2001-02-20,0.98,3.3,98.06,98.33,5.48,266.19,4
2001-02-21,1.2,2.72,94.88,97.83,6.44,292.19,4
2001-02-22,1.71,1.56,92.94,96.87,8.64,299.62,4
2001-02-23,0.88,-0.95,92.94,96.37,7.26,198.5,4
2001-02-24,1.19,-2.1,91.19,96.79,5.66,320.94,4
2001-02-25,1.13,-1.3,92.19,96.51,3.9,251.81,4
2001-02-26,10.38,-1.51,95.31,94.95,7.62,81.81,4
2001-02-27,0.95,-2.72,89.06,95.57,10.38,26.31,4
2001-02-28,0.18,-5.09,94.25,95.86,4.16,34.62,4
2001-03-01,0.19,-5.28,91.0,95.64,1.97,93.69,1
2001-03-02,0.16,-5.21,90.31,95.54,2.09,140.69,1
2001-03-03,6.61,-3.26,97.5,94.76,5.66,188.62,1
2001-03-04,1.63,-1.46,93.19,94.9,6.55,198.19,1
2001-03-05,2.59,0.58,97.44,96.14,6.71,208.31,1
2001-03-06,1.54,-0.45,96.62,96.29,6.97,117.69,1
2001-03-07,4.23,2.54,97.69,95.03,5.6,167.5,1
2001-03-08,3.74,3.66,98.19,94.73,6.29,155.81,1
2001-03-09,2.84,4.01,98.31,94.36,3.88,207.81,1
2001-03-10,3.67,5.62,98.5,94.46,3.85,208.19,1
2001-03-11,10.15,2.75,90.69,94.96,3.34,198.56,1
2001-03-12,1.83,0.47,93.81,94.78,3.98,289.75,1
2001-03-13,0.4,0.86,92.62,95.16,5.17,319.94,1
2001-03-14,1.2,1.19,95.06,95.75,3.12,298.06,1
2001-03-15,0.44,-1.35,90.81,96.14,3.0,218.44,1
2001-03-16,0.05,-0.77,90.19,96.76,4.63,56.0,1
2001-03-17,0.27,-0.87,88.88,96.51,5.42,48.31,1
2001-03-18,0.35,-0.67,89.0,96.56,4.05,52.31,1
2001-03-19,0.05,-0.04,82.31,96.93,1.49,217.88,1
2001-03-20,0.22,-0.1,88.75,96.95,6.11,92.56,1
2001-03-21,1.94,-0.48,91.0,95.71,8.88,92.56,1
2001-03-22,5.0,0.01,93.81,95.4,6.77,87.81,1
2001-03-23,4.73,0.66,96.38,95.59,5.34,80.44,1
2001-03-24,2.53,0.42,94.62,96.04,5.95,82.31,1
2001-03-25,1.32,-0.71,91.19,96.4,4.8,80.44,1
2001-03-26,0.66,-0.89,89.44,96.48,5.53,115.94,1
2001-03-27,4.27,0.52,94.0,95.8,7.09,115.06,1
2001-03-28,4.27,1.69,96.88,94.54,3.56,80.62,1
2001-03-29,2.13,1.71,95.25,94.84,3.7,309.94,1
2001-03-30,3.51,2.67,92.12,95.88,4.12,237.56,1
2001-03-31,13.22,5.41,89.62,95.64,8.23,219.12,1
2001-04-01,2.39,5.39,90.44,96.62,5.45,210.94,1
2001-04-02,5.38,6.98,95.25,95.52,8.36,173.5,1
2001-04-03,5.99,2.9,91.38,95.32,9.41,227.25,1
2001-04-04,2.75,2.76,91.88,95.17,7.2,269.5,1
2001-04-05,1.65,2.41,91.94,95.18,3.8,166.06,1
2001-04-06,3.5,2.39,92.94,94.76,4.5,85.12,1
2001-04-07,0.95,3.46,87.56,95.57,5.86,164.94,1
2001-04-08,0.36,2.67,87.5,96.68,3.74,243.44,1
2001-04-09,8.05,4.6,96.06,95.98,4.39,229.81,1
2001-04-10,0.68,4.87,89.62,97.04,5.2,247.25,1
2001-04-11,0.06,3.58,81.56,98.28,2.76,199.38,1
2001-04-12,0.11,1.58,88.5,98.38,3.55,97.38,1
2001-04-13,2.39,2.3,92.94,98.33,3.71,180.19,1
2001-04-14,2.37,6.2,94.19,96.99,8.53,273.69,1
2001-04-15,1.28,3.8,87.06,96.61,7.96,326.69,1
2001-04-16,0.17,2.72,82.06,97.48,4.63,325.5,1
2001-04-17,2.83,3.26,91.06,96.77,6.45,221.06,1
2001-04-18,1.1,0.52,85.06,96.82,7.16,338.12,1
2001-04-19,0.89,1.79,86.62,96.96,5.87,246.19,1
2001-04-20,0.14,3.55,81.0,97.18,2.7,242.31,1
2001-04-21,5.86,4.05,95.44,96.35,4.51,204.5,1
2001-04-22,7.72,3.51,93.31,95.4,2.57,141.94,1
2001-04-23,6.14,3.55,93.44,95.48,4.38,114.44,1
2001-04-24,0.86,4.96,88.25,95.51,4.45,111.62,1
2001-04-25,4.69,4.37,91.69,95.59,4.3,49.81,1
2001-04-26,0.99,4.95,84.56,96.32,3.23,253.44,1
2001-04-27,4.75,4.52,91.19,95.96,4.09,220.94,1
2001-04-28,2.11,3.66,84.81,95.11,3.17,226.69,1
2001-04-29,2.51,3.61,86.12,95.58,2.83,52.62,1
2001-04-30,1.16,4.19,87.0,96.85,3.3,286.31,1
2001-05-01,0.27,5.78,88.88,97.73,3.21,281.19,1
2001-05-02,1.57,6.26,95.19,97.18,5.97,250.69,1
2001-05-03,0.77,4.05,84.19,96.79,2.7,326.75,1
2001-05-04,1.08,5.42,83.44,96.95,2.77,266.5,1
2001-05-05,0.46,6.92,86.88,97.77,1.83,195.31,1
2001-05-06,0.12,8.76,82.62,98.37,1.62,104.38,1
2001-05-07,0.08,9.11,78.31,98.51,1.48,215.12,1
