date,Rainfall,T2M,RH2M,SP,WS10M,WD10M,season
1981-01-02,15.41,5.87,97.38,95.44,10.31,263.25,4
1981-01-03,5.01,1.56,94.25,94.69,9.61,291.5,4
1981-01-04,1.93,-1.95,92.69,96.24,7.2,315.44,4
1981-01-05,6.25,-1.37,94.06,97.01,6.41,284.12,4
1981-01-06,1.28,-1.27,96.25,97.42,3.09,208.62,4
1981-01-07,3.87,0.2,99.69,98.21,3.63,234.19,4
1981-01-08,5.69,4.95,98.38,97.53,9.2,245.31,4
1981-01-09,2.39,0.68,94.0,97.21,6.94,294.69,4
1981-01-10,0.1,-2.11,92.94,98.74,5.38,337.75,4
1981-01-11,3.63,1.51,97.62,98.07,7.43,268.44,4
1981-01-12,3.62,-1.53,87.5,96.49,10.55,313.56,4
1981-01-13,4.06,-0.74,96.5,96.58,6.48,272.62,4
1981-01-14,8.42,1.56,92.06,94.1,12.65,280.56,4
1981-01-15,1.65,-3.23,92.06,94.93,6.31,315.75,4
1981-01-16,24.24,-4.56,97.44,94.61,5.38,157.69,4
1981-01-17,8.88,-1.83,97.38,94.89,4.48,78.69,4
1981-01-18,7.5,-2.28,98.38,95.74,6.05,191.38,4
1981-01-19,4.26,0.39,91.44,95.51,9.0,280.88,4
1981-01-20,1.12,-2.62,97.25,96.7,3.74,246.94,4
1981-01-21,5.45,2.37,99.88,97.04,4.61,261.12,4
1981-01-22,1.61,2.86,99.94,97.83,3.64,243.38,4
1981-01-23,2.36,4.13,99.25,97.56,6.12,223.38,4
1981-01-24,3.96,2.08,93.75,96.91,9.38,263.94,4
1981-01-25,2.23,0.88,95.38,97.33,4.25,267.0,4
1981-01-26,5.51,3.64,98.75,97.77,4.64,216.19,4
1981-01-27,0.59,3.9,98.44,98.59,4.1,234.75,4
1981-01-28,1.54,4.04,98.44,98.57,4.91,210.62,4
1981-01-29,2.49,5.4,98.12,98.07,6.73,225.19,4
1981-01-30,1.64,4.32,97.94,98.2,5.92,235.75,4
1981-01-31,1.57,3.94,97.81,98.19,6.97,237.19,4
1981-02-01,2.58,3.91,97.62,97.89,8.17,232.38,4
1981-02-02,16.64,3.41,93.19,96.52,8.31,251.0,4
1981-02-03,4.09,0.96,94.81,94.79,9.06,269.12,4
1981-02-04,1.96,-0.75,93.62,95.06,5.7,296.38,4
1981-02-05,3.32,2.75,97.12,95.63,7.04,274.12,4
1981-02-06,3.95,5.19,93.44,95.8,13.01,267.25,4
1981-02-07,12.54,5.11,96.06,96.06,10.14,248.31,4
1981-02-08,0.55,1.98,89.31,96.61,7.27,274.25,4
1981-02-09,0.22,-0.62,94.12,96.95,2.41,308.5,4
1981-02-10,0.71,-1.53,93.19,97.73,4.19,309.94,4
1981-02-11,5.59,-0.49,96.5,97.09,6.77,212.81,4
1981-02-12,5.78,2.93,98.38,96.01,7.79,181.62,4
1981-02-13,0.62,1.69,95.88,97.37,4.07,203.0,4
1981-02-14,0.39,0.33,95.69,97.33,4.8,231.44,4
1981-02-15,2.27,1.57,97.81,97.07,4.43,258.5,4
1981-02-16,0.01,-0.85,92.31,98.05,2.72,198.75,4
1981-02-17,0.7,-0.11,96.88,98.0,6.28,162.06,4
1981-02-18,0.28,-1.63,94.94,98.02,4.7,143.88,4
1981-02-19,0.48,-2.08,95.0,98.19,3.64,130.56,4
1981-02-20,0.17,-2.83,91.88,97.76,3.34,162.0,4
1981-02-21,2.81,-2.91,96.56,96.63,6.24,151.5,4
1981-02-22,0.73,-2.94,93.31,96.61,6.35,110.5,4
1981-02-23,0.85,-2.5,93.62,97.2,4.34,110.38,4
1981-02-24,0.13,-3.39,94.94,97.83,4.22,149.75,4
1981-02-25,0.22,-2.89,94.56,97.87,7.2,152.75,4
1981-02-26,0.74,-1.95,95.62,97.56,8.54,133.31,4
1981-02-27,0.7,-0.63,94.25,96.2,11.6,113.44,4
1981-02-28,12.65,0.04,97.06,95.16,10.73,107.19,4
1981-03-01,2.49,0.96,96.25,95.44,8.7,88.81,1
1981-03-02,2.95,0.22,92.88,96.15,10.28,71.0,1
1981-03-03,0.08,-2.02,88.94,96.98,3.57,69.12,1
1981-03-04,0.88,-1.25,89.81,96.72,3.11,272.06,1
1981-03-05,7.0,-1.45,95.25,95.98,4.3,143.12,1
1981-03-06,9.9,0.37,97.94,94.8,3.41,211.88,1
1981-03-07,19.67,4.51,99.44,94.02,8.17,192.5,1
1981-03-08,4.77,4.9,93.56,94.26,8.71,243.88,1
1981-03-09,1.57,2.59,92.12,95.78,5.58,181.25,1
1981-03-10,21.04,3.77,98.62,95.08,8.07,162.94,1
1981-03-11,3.99,7.6,98.69,94.52,5.26,229.0,1
1981-03-12,0.84,6.15,93.38,94.99,3.43,216.0,1
1981-03-13,0.08,5.33,81.69,94.87,1.61,100.88,1
1981-03-14,1.84,2.12,94.25,95.66,3.14,132.75,1
1981-03-15,1.14,0.83,91.06,96.51,4.66,300.94,1
1981-03-16,0.81,0.41,90.44,96.88,5.96,326.81,1
1981-03-17,2.42,0.9,90.31,96.65,5.48,286.81,1
1981-03-18,1.55,0.62,85.81,95.0,11.29,275.0,1
1981-03-19,3.67,1.3,90.31,94.65,4.55,237.06,1
1981-03-20,4.84,1.05,94.56,94.54,4.76,186.56,1
1981-03-21,10.24,-1.14,92.5,93.78,4.76,97.75,1
1981-03-22,0.26,-2.21,86.69,94.47,5.96,294.5,1
1981-03-23,6.17,-0.76,96.25,94.04,4.76,130.25,1
1981-03-24,7.65,3.97,98.06,94.59,3.99,200.0,1
1981-03-25,19.42,6.38,97.5,94.36,6.48,194.19,1
1981-03-26,3.62,4.1,92.62,95.35,6.1,241.31,1
1981-03-27,5.29,5.33,94.94,95.46,7.73,159.31,1
1981-03-28,7.92,6.06,95.88,94.66,9.42,183.31,1
1981-03-29,0.09,5.41,89.88,96.36,2.09,125.81,1
1981-03-30,0.29,5.08,93.06,97.12,1.88,232.56,1
1981-03-31,0.5,4.84,94.44,97.26,4.41,121.12,1
1981-04-01,0.55,4.51,93.38,96.63,3.23,170.19,1
1981-04-02,0.29,5.3,91.88,97.4,3.29,274.12,1
1981-04-03,0.0,5.08,85.5,98.17,1.77,140.56,1
1981-04-04,0.18,6.0,89.75,98.29,2.55,237.25,1
1981-04-05,0.24,6.56,86.25,98.22,1.95,91.88,1
1981-04-06,1.21,6.21,88.12,97.87,2.35,155.5,1
1981-04-07,2.19,2.43,90.12,97.14,4.27,158.44,1
1981-04-08,0.68,4.79,89.94,97.25,4.45,216.69,1
1981-04-09,0.02,5.86,87.44,97.51,4.99,223.56,1
1981-04-10,0.25,8.08,90.5,97.17,3.66,179.75,1
1981-04-11,4.47,7.88,95.75,96.19,5.45,143.5,1
1981-04-12,1.53,6.63,85.38,97.21,3.63,97.44,1
1981-04-13,0.01,2.94,84.5,98.66,4.91,83.56,1
1981-04-14,0.02,3.9,84.81,98.76,6.17,96.69,1
1981-04-15,0.01,6.38,86.31,98.65,4.01,109.75,1
1981-04-16,0.0,7.11,79.12,98.29,2.42,126.31,1
1981-04-17,0.02,5.89,87.0,98.17,3.42,114.12,1
1981-04-18,0.04,6.37,83.56,98.41,3.29,79.69,1
1981-04-19,0.02,4.13,84.19,98.45,4.62,40.56,1
1981-04-20,0.02,5.14,82.06,98.63,2.65,165.12,1
1981-04-21,0.01,5.31,80.38,98.33,3.03,170.75,1
1981-04-22,0.13,-0.35,80.44,97.77,4.15,138.19,1
1981-04-23,0.89,-0.58,75.12,97.07,1.72,207.5,1
1981-04-24,4.04,-0.51,86.69,96.64,7.6,59.0,1
1981-04-25,0.24,0.24,82.75,97.25,4.31,28.12,1
1981-04-26,0.28,0.51,83.19,97.51,4.63,19.0,1
1981-04-27,0.29,1.88,86.31,97.56,4.27,307.12,1
1981-04-28,2.3,6.44,92.62,96.75,7.52,288.75,1
1981-04-29,2.83,8.19,95.5,96.64,8.0,280.81,1
1981-04-30,1.01,5.35,85.25,96.34,6.34,315.06,1
1981-05-01,0.23,0.98,80.31,96.65,4.52,337.25,1
1981-05-02,3.46,2.17,86.25,96.82,4.24,296.88,1
1981-05-03,10.84,3.27,93.19,94.93,3.59,145.0,1
1981-05-04,0.45,2.93,80.44,95.37,4.2,30.88,1
1981-05-05,3.82,2.64,83.88,95.62,5.16,131.62,1
1981-05-06,8.25,4.99,87.88,95.64,5.27,176.44,1
1981-05-07,12.56,8.14,93.06,95.88,4.93,142.25,1
1981-05-08,2.51,9.73,90.0,95.82,4.66,187.56,1
1981-05-09,1.09,9.23,81.12,96.64,2.24,164.19,1
1981-05-10,1.53,8.55,95.38,96.65,7.7,62.75,1
1981-05-11,0.16,12.86,88.0,96.46,5.03,74.44,1
1981-05-12,1.53,13.08,91.06,95.95,4.54,92.06,1
1981-05-13,2.68,11.55,88.75,96.05,5.87,123.5,1
1981-05-14,2.85,8.62,89.88,96.08,5.91,155.31,1
1981-05-15,1.66,9.07,84.94,96.65,6.62,124.06,1
1981-05-16,6.08,7.63,92.12,96.03,7.2,99.75,1
1981-05-17,1.79,8.15,87.25,95.87,8.04,111.62,1
1981-05-18,4.84,9.03,86.69,96.16,6.62,142.5,1
1981-05-19,3.01,9.52,85.5,96.42,6.1,203.56,1
1981-05-20,4.64,9.31,93.12,96.69,5.17,115.75,1
1981-05-21,1.12,10.23,87.06,96.55,3.98,167.38,1
1981-05-22,5.08,9.64,88.0,96.21,4.56,156.94,1
1981-05-23,9.28,8.94,89.75,95.44,7.84,154.12,1
1981-05-24,4.78,8.32,88.19,95.45,4.77,176.62,1
1981-05-25,0.63,8.94,76.62,95.56,1.05,129.88,1
1981-05-26,1.64,9.24,78.25,95.67,1.95,171.62,1
1981-05-27,11.11,8.55,86.31,96.0,4.22,103.62,1
1981-05-28,3.16,9.26,86.0,96.03,2.6,116.94,1
1981-05-29,1.98,10.1,85.62,96.36,2.97,166.31,1
1981-05-30,0.47,11.08,83.81,96.65,3.14,211.69,1
1981-05-31,8.23,11.87,92.69,96.47,4.41,186.0,1
1981-06-01,0.84,12.15,83.56,97.01,2.67,187.56,2
1981-06-02,13.77,10.67,91.25,96.49,7.24,129.81,2
1981-06-03,4.76,10.32,86.25,96.27,6.89,183.06,2
1981-06-04,9.2,9.07,91.12,95.54,7.11,211.69,2
1981-06-05,3.92,9.93,86.75,95.81,6.66,229.06,2
1981-06-06,9.47,8.86,88.88,95.61,4.97,238.56,2
1981-06-07,5.35,8.68,86.88,95.88,4.47,223.69,2
1981-06-08,10.82,8.71,91.88,94.9,4.96,138.44,2
1981-06-09,8.56,9.29,87.38,95.08,3.25,248.94,2
1981-06-10,0.71,7.01,82.69,96.37,4.94,262.44,2
1981-06-11,2.35,7.92,82.56,96.63,3.42,73.81,2
1981-06-12,2.94,8.68,82.56,97.84,3.31,128.0,2
1981-06-13,14.94,13.23,94.88,96.96,7.51,218.12,2
1981-06-14,0.86,12.01,88.25,96.9,6.99,251.56,2
1981-06-15,4.21,8.84,88.69,96.44,9.22,268.38,2
1981-06-16,3.73,8.0,87.19,96.99,8.67,294.75,2
1981-06-17,1.26,9.44,83.25,97.74,4.91,334.19,2
1981-06-18,3.46,7.94,86.88,97.79,2.95,281.75,2
1981-06-19,0.79,12.19,87.19,97.39,3.52,305.5,2
1981-06-20,0.36,10.9,84.81,97.87,4.42,175.62,2
1981-06-21,0.01,12.0,84.5,98.24,3.37,250.56,2
1981-06-22,0.17,12.59,86.12,98.04,4.2,281.25,2
1981-06-23,0.44,10.64,88.5,97.59,4.48,280.12,2
1981-06-24,1.66,10.73,82.0,97.62,3.62,93.81,2
1981-06-25,0.38,8.8,80.56,97.68,4.0,18.62,2
1981-06-26,0.74,7.06,80.56,97.55,4.88,10.31,2
1981-06-27,0.14,7.26,77.38,97.38,3.62,156.94,2
1981-06-28,0.07,9.09,74.06,97.47,1.48,63.38,2
1981-06-29,1.97,9.65,87.0,97.32,4.68,259.25,2
1981-06-30,1.84,9.86,89.25,96.46,8.12,278.31,2
1981-07-01,4.57,9.44,86.38,95.68,6.74,245.31,2
1981-07-02,4.0,8.74,87.19,95.64,3.23,212.75,2
1981-07-03,1.43,10.08,81.62,95.78,2.59,200.56,2
1981-07-04,2.66,11.05,90.31,96.39,5.11,227.38,2
1981-07-05,15.07,11.28,92.88,96.03,6.81,191.94,2
1981-07-06,4.78,11.1,90.12,96.07,8.31,220.44,2
1981-07-07,3.44,12.26,91.81,96.7,6.01,200.06,2
1981-07-08,4.52,12.4,92.0,96.82,5.38,186.31,2
1981-07-09,1.22,13.29,82.88,96.96,2.59,264.0,2
1981-07-10,7.71,10.62,83.06,96.95,3.19,222.19,2
1981-07-11,11.37,12.76,89.25,96.61,3.23,109.25,2
1981-07-12,3.07,11.87,91.31,97.0,2.4,197.0,2
1981-07-13,1.13,11.22,87.88,96.92,3.77,274.0,2
1981-07-14,0.73,11.05,87.06,97.23,5.43,282.81,2
1981-07-15,3.7,10.41,89.69,97.04,5.09,263.5,2
1981-07-16,5.69,9.61,87.88,96.23,5.09,277.0,2
1981-07-17,4.81,9.88,87.56,96.38,3.74,235.31,2
1981-07-18,1.09,10.97,83.19,97.22,3.49,287.62,2
1981-07-19,2.93,11.47,93.0,96.82,5.58,262.62,2
1981-07-20,0.77,11.05,84.94,96.8,4.52,278.69,2
1981-07-21,8.6,10.15,89.19,96.36,3.38,237.69,2
1981-07-22,8.19,9.97,90.62,95.92,5.44,17.75,2
1981-07-23,1.24,10.42,84.19,96.39,6.45,80.25,2
1981-07-24,0.42,9.23,83.38,96.92,4.16,328.19,2
1981-07-25,2.5,11.15,91.38,97.12,3.11,243.25,2
1981-07-26,0.26,12.98,84.19,97.48,5.39,278.94,2
1981-07-27,0.89,14.03,90.19,97.82,5.77,269.75,2
1981-07-28,5.08,11.92,93.19,97.32,5.96,246.94,2
1981-07-29,0.15,11.48,82.38,97.48,4.59,308.06,2
1981-07-30,0.08,11.09,86.94,97.54,3.98,294.38,2
1981-07-31,0.07,11.17,80.31,97.07,3.55,230.38,2
1981-08-01,0.06,9.7,79.06,97.16,3.02,206.69,2
1981-08-02,0.93,11.59,85.62,97.46,3.84,238.81,2
1981-08-03,5.55,12.48,94.31,97.4,5.9,219.75,2
1981-08-04,0.16,13.01,86.44,97.78,4.54,228.0,2
1981-08-05,0.8,13.05,86.5,97.58,4.02,271.88,2
1981-08-06,0.18,12.63,84.88,97.69,2.05,91.56,2
1981-08-07,1.32,13.7,87.94,97.71,2.62,130.81,2
1981-08-08,1.79,13.05,89.62,97.24,4.1,232.19,2
1981-08-09,0.49,10.15,85.69,97.53,3.44,303.38,2
1981-08-10,2.71,9.73,90.69,97.46,4.64,221.38,2
1981-08-11,4.49,14.76,94.25,97.18,5.3,223.75,2
1981-08-12,6.0,13.47,94.81,97.14,4.05,204.56,2
1981-08-13,5.47,14.26,94.69,96.94,2.79,202.38,2
1981-08-14,0.2,12.05,85.0,97.21,3.57,289.44,2
1981-08-15,2.85,9.36,91.75,97.2,4.63,275.25,2
1981-08-16,0.19,9.94,83.38,97.77,4.58,317.88,2
1981-08-17,5.24,10.62,95.44,97.56,4.98,248.19,2
1981-08-18,1.71,10.79,91.0,96.92,7.16,267.75,2
1981-08-19,8.99,10.44,94.31,96.11,5.65,268.5,2
1981-08-20,0.57,9.58,85.94,96.4,5.23,323.88,2
1981-08-21,1.44,9.62,90.88,96.53,4.98,276.5,2
1981-08-22,0.46,9.73,87.0,96.97,4.48,309.81,2
1981-08-23,0.13,11.21,85.88,97.84,2.25,189.44,2
1981-08-24,1.7,13.55,90.88,97.98,4.02,254.19,2
1981-08-25,0.86,12.86,89.38,98.08,4.16,277.19,2
1981-08-26,0.19,12.69,88.0,98.39,3.73,294.31,2
1981-08-27,0.05,15.08,84.38,98.09,1.66,261.88,2
1981-08-28,0.12,14.48,87.44,97.41,1.61,170.5,2
1981-08-29,0.62,14.89,87.75,97.19,1.93,66.06,2
1981-08-30,0.22,13.89,88.19,97.63,2.66,89.31,2
1981-08-31,0.05,11.95,86.19,97.72,2.28,99.81,2
1981-09-01,0.12,9.94,86.81,97.86,2.49,114.56,3
1981-09-02,0.11,11.51,83.12,98.1,2.6,167.62,3
1981-09-03,0.23,12.51,85.88,98.17,3.09,196.38,3
1981-09-04,16.32,13.79,92.94,97.51,6.73,206.44,3
1981-09-05,1.26,11.23,85.94,97.42,6.69,249.75,3
1981-09-06,0.36,9.37,83.19,97.61,2.64,239.88,3
1981-09-07,0.85,12.74,87.25,96.8,3.51,197.56,3
1981-09-08,1.96,10.86,87.25,96.64,5.12,241.0,3
1981-09-09,4.79,11.17,95.12,96.89,5.3,182.75,3
1981-09-10,8.9,13.44,93.19,95.68,9.92,160.12,3
1981-09-11,2.21,10.51,88.38,95.84,6.34,177.19,3
1981-09-12,2.12,8.8,89.19,96.4,2.02,175.69,3
1981-09-13,0.35,8.48,88.38,96.66,2.57,255.69,3
1981-09-14,15.06,8.5,92.38,96.79,4.96,155.94,3
1981-09-15,4.78,11.28,93.69,96.59,3.91,238.38,3
1981-09-16,3.09,9.26,89.19,96.95,3.09,204.12,3
1981-09-17,9.11,11.41,90.25,95.94,5.08,189.94,3
1981-09-18,16.37,10.54,91.25,94.68,5.28,205.81,3
1981-09-19,6.75,8.99,93.31,94.51,5.19,161.5,3
1981-09-20,20.51,8.29,93.06,93.41,10.34,242.12,3
1981-09-21,3.39,8.96,91.88,94.58,8.47,242.25,3
1981-09-22,2.45,8.26,93.56,95.67,5.4,265.5,3
1981-09-23,17.28,8.26,96.25,95.68,5.94,223.25,3
1981-09-24,3.86,8.85,93.25,94.61,5.84,202.19,3
1981-09-25,1.09,7.27,92.38,94.53,3.78,187.5,3
1981-09-26,25.07,8.16,96.62,94.13,7.36,89.5,3
1981-09-27,21.8,8.94,95.75,93.83,8.4,178.75,3
1981-09-28,3.29,8.85,93.75,95.53,6.83,250.5,3
1981-09-29,2.65,8.65,90.81,96.36,3.64,216.62,3
1981-09-30,5.87,9.91,96.12,95.49,5.62,186.88,3
1981-10-01,11.65,5.75,93.19,95.73,5.9,95.56,3
1981-10-02,24.99,2.51,93.81,94.84,11.3,18.5,3
1981-10-03,15.69,7.19,96.25,94.04,4.66,103.38,3
1981-10-04,2.48,5.7,93.44,95.08,5.74,194.69,3
1981-10-05,0.64,2.43,85.81,95.89,2.21,243.06,3
1981-10-06,5.58,3.77,93.12,95.21,3.44,158.69,3
1981-10-07,2.2,3.99,93.69,95.33,6.16,265.06,3
1981-10-08,15.5,4.02,94.81,95.78,4.62,87.12,3
1981-10-09,15.08,7.84,95.12,94.02,4.62,222.44,3
1981-10-10,5.33,4.33,92.31,94.43,11.18,266.88,3
1981-10-11,1.4,3.22,90.56,95.17,9.92,287.56,3
1981-10-12,1.52,2.47,92.38,95.32,7.98,289.75,3
1981-10-13,0.87,0.58,92.5,96.19,4.46,294.62,3
1981-10-14,0.51,-0.27,92.75,96.16,3.58,288.0,3
1981-10-15,0.73,2.05,95.0,96.28,2.93,289.69,3
1981-10-16,1.98,2.91,93.69,96.89,4.25,270.69,3
1981-10-17,0.24,2.13,94.0,97.33,1.92,219.25,3
1981-10-18,9.24,3.65,97.56,96.64,7.16,200.75,3
1981-10-19,3.81,5.73,94.12,95.53,8.26,261.0,3
1981-10-20,1.25,2.55,93.62,95.7,6.49,300.94,3
1981-10-21,0.82,3.52,94.12,96.35,6.93,329.94,3
1981-10-22,0.24,1.89,92.06,96.96,3.19,330.38,3
1981-10-23,3.25,3.26,98.44,96.89,2.59,254.0,3
1981-10-24,2.33,3.35,96.44,96.4,2.61,271.31,3
1981-10-25,0.72,1.6,94.12,95.95,3.53,298.31,3
1981-10-26,4.51,1.94,97.44,96.0,4.89,238.31,3
1981-10-27,6.15,3.03,96.75,95.32,6.2,225.19,3
1981-10-28,8.88,3.55,97.38,95.13,6.06,209.75,3
1981-10-29,7.39,2.92,96.0,94.92,6.64,244.75,3
1981-10-30,6.19,3.55,94.56,95.05,5.45,231.25,3
1981-10-31,4.01,4.42,91.56,95.65,8.5,255.94,3
1981-11-01,5.97,6.23,97.56,96.2,5.83,237.81,3
1981-11-02,2.35,4.92,92.38,96.73,5.66,238.81,3
1981-11-03,9.24,8.09,96.19,96.11,9.95,218.5,3
1981-11-04,0.86,4.83,91.81,97.33,8.51,277.69,3
1981-11-05,0.07,2.99,91.06,98.54,3.18,189.06,3
1981-11-06,0.01,0.64,97.94,98.71,2.33,134.19,3
1981-11-07,0.1,1.48,98.06,98.5,3.21,136.88,3
1981-11-08,1.14,3.28,98.38,98.3,3.53,176.62,3
1981-11-09,4.98,6.59,97.75,97.88,6.46,232.31,3
1981-11-10,7.84,8.26,96.56,96.83,10.27,244.69,3
1981-11-11,2.69,6.68,96.19,96.45,4.12,265.56,3
1981-11-12,1.11,3.25,93.12,97.27,6.91,282.06,3
1981-11-13,1.33,3.4,95.75,97.87,7.12,289.38,3
1981-11-14,1.97,4.74,98.25,98.22,4.67,237.81,3
1981-11-15,7.31,3.73,94.69,96.89,9.37,202.75,3
1981-11-16,3.14,1.38,94.75,96.6,5.72,215.81,3
1981-11-17,9.68,4.08,97.19,95.41,7.19,223.69,3
1981-11-18,3.66,1.76,94.44,95.24,5.36,248.94,3
1981-11-19,5.27,2.33,95.25,95.98,5.26,228.12,3
1981-11-20,18.8,3.95,93.75,94.78,12.19,241.38,3
1981-11-21,6.23,4.89,97.19,96.36,5.7,228.19,3
1981-11-22,10.02,9.11,97.0,96.04,10.28,237.19,3
1981-11-23,4.66,2.42,88.19,95.3,11.8,276.31,3
1981-11-24,2.36,-0.72,89.69,96.67,10.58,297.38,3
1981-11-25,7.8,-0.28,94.62,97.37,3.68,238.69,3
1981-11-26,11.64,6.71,98.12,96.1,8.41,231.94,3
1981-11-27,4.53,3.12,93.0,95.09,9.45,276.88,3
1981-11-28,1.99,0.51,92.19,95.97,8.44,308.38,3
1981-11-29,7.16,-0.26,95.75,97.08,3.48,261.38,3
1981-11-30,11.7,1.11,97.44,96.41,4.67,140.56,3
1981-12-01,0.03,-1.86,94.75,97.84,2.02,266.88,4
1981-12-02,0.68,2.84,99.44,98.46,3.72,296.88,4
1981-12-03,4.33,6.71,98.44,97.98,7.41,267.62,4
1981-12-04,0.66,1.45,95.44,97.43,5.62,318.0,4
1981-12-05,1.27,-0.47,98.25,96.56,2.5,283.94,4
1981-12-06,0.8,-0.53,96.81,95.23,3.3,305.38,4
1981-12-07,0.12,-2.6,91.25,94.5,3.62,326.12,4
1981-12-08,0.36,-4.38,98.88,94.11,3.12,325.44,4
1981-12-09,0.7,-5.11,98.81,94.6,2.14,140.25,4
1981-12-10,1.14,-4.46,94.12,95.26,2.04,217.0,4
1981-12-11,0.14,-5.59,95.06,95.46,2.48,166.88,4
1981-12-12,0.61,-4.92,95.06,95.55,3.69,258.44,4
1981-12-13,6.02,-3.98,96.56,94.36,7.77,145.88,4
1981-12-14,6.77,-1.63,97.06,93.78,7.44,108.25,4
1981-12-15,0.03,-5.34,98.81,95.16,3.42,97.19,4
1981-12-16,0.21,-6.03,99.62,95.69,2.32,117.88,4
1981-12-17,1.06,-5.52,98.88,96.11,2.73,188.81,4
1981-12-18,0.01,-10.16,99.06,96.79,3.05,257.25,4
1981-12-19,5.36,-4.39,97.56,96.12,7.48,171.5,4
1981-12-20,13.59,-1.35,97.62,94.67,8.07,144.38,4
1981-12-21,3.74,-1.02,97.38,94.89,4.95,114.31,4
1981-12-22,0.38,-6.18,98.75,95.28,2.46,144.94,4
1981-12-23,0.5,-10.02,100.0,95.39,2.72,89.25,4
1981-12-24,0.58,-6.39,98.44,95.7,3.88,22.75,4
1981-12-25,0.29,-9.21,100.0,96.33,3.04,84.19,4
1981-12-26,1.73,-3.55,98.62,96.08,7.93,113.69,4
1981-12-27,5.6,-0.58,97.5,95.62,7.48,106.0,4
1981-12-28,1.13,-2.72,96.94,95.15,7.17,75.69,4
1981-12-29,2.97,-1.59,97.94,93.85,6.07,60.44,4
1981-12-30,4.6,-0.08,98.0,92.95,5.59,75.31,4
1981-12-31,3.36,0.36,98.44,93.76,3.25,156.56,4
1982-01-01,1.33,0.19,98.75,95.31,1.84,204.62,4
1982-01-02,5.81,-0.24,98.12,95.54,3.96,114.69,4
1982-01-03,25.84,-0.12,96.19,95.08,9.59,76.56,4
1982-01-04,16.64,-1.6,95.81,94.96,10.4,77.62,4
1982-01-05,14.28,-4.59,96.5,95.8,7.83,57.81,4
1982-01-06,0.18,-11.24,97.25,97.53,2.74,93.06,4
1982-01-07,0.25,-13.14,99.19,97.69,2.38,222.0,4
1982-01-08,1.0,-7.47,98.06,97.44,5.94,83.56,4
1982-01-09,0.11,-10.52,99.31,97.61,3.34,85.69,4
1982-01-10,0.04,-13.46,91.5,96.87,1.31,245.5,4
1982-01-11,0.24,-9.2,99.56,96.58,2.52,96.06,4
1982-01-12,0.72,-4.6,98.75,97.7,2.75,251.25,4
1982-01-13,0.57,-2.99,97.69,97.83,7.1,217.69,4
1982-01-14,0.81,-0.48,97.69,97.2,6.44,212.88,4
1982-01-15,1.13,-7.42,96.0,96.6,3.7,148.25,4
1982-01-16,2.32,0.48,98.44,96.09,6.11,154.62,4
1982-01-17,0.91,0.54,98.88,96.66,4.35,178.75,4
1982-01-18,2.42,0.64,98.56,96.62,5.98,152.94,4
1982-01-19,8.05,0.78,99.06,96.85,3.86,137.06,4
1982-01-20,4.39,0.77,98.81,96.54,4.65,139.25,4
1982-01-21,10.13,1.45,98.81,96.19,5.58,190.44,4
1982-01-22,4.28,1.24,97.62,96.21,6.21,273.69,4
1982-01-23,1.04,0.89,98.75,97.21,2.77,274.0,4
1982-01-24,3.99,1.48,99.62,97.26,2.58,233.62,4
1982-01-25,12.09,3.15,99.69,96.21,5.72,252.31,4
1982-01-26,2.81,1.71,96.12,95.23,6.48,301.5,4
1982-01-27,1.26,-1.17,93.31,97.26,5.04,289.69,4
1982-01-28,4.46,2.73,95.0,96.56,11.95,274.0,4
1982-01-29,5.56,5.33,97.19,96.31,10.89,269.12,4
1982-01-30,3.96,5.74,96.75,96.44,10.02,278.94,4
1982-01-31,2.81,4.19,99.12,97.41,3.84,241.31,4
1982-02-01,3.31,4.55,98.69,97.15,5.66,207.69,4
1982-02-02,2.52,3.26,97.88,97.0,5.83,156.19,4
1982-02-03,1.27,0.73,97.69,96.58,6.66,133.06,4
1982-02-04,3.27,3.18,97.81,96.93,6.73,133.75,4
1982-02-05,9.73,5.44,96.81,96.29,6.48,191.12,4
1982-02-06,5.4,3.31,94.81,95.78,8.83,219.94,4
1982-02-07,8.94,0.77,96.75,96.0,6.05,230.06,4
1982-02-08,9.12,0.86,94.94,95.7,8.34,214.94,4
1982-02-09,3.54,1.71,93.75,95.91,4.66,191.5,4
1982-02-10,3.44,3.17,98.19,95.96,5.8,189.81,4
1982-02-11,4.09,2.3,93.88,95.63,9.08,212.44,4
1982-02-12,14.84,3.37,96.81,94.83,11.73,183.38,4
1982-02-13,4.05,3.76,95.0,94.61,10.67,208.25,4
1982-02-14,0.41,0.46,94.0,96.53,3.25,231.81,4
1982-02-15,0.06,-0.38,96.88,97.73,2.97,148.94,4
1982-02-16,0.08,-1.55,93.94,98.04,2.58,149.12,4
1982-02-17,0.77,-1.05,95.19,97.86,6.62,102.0,4
1982-02-18,2.88,-0.39,97.62,97.53,5.31,115.38,4
1982-02-19,1.09,-0.22,97.38,97.76,5.73,135.12,4
1982-02-20,0.47,-2.2,95.69,97.69,6.96,132.56,4
1982-02-21,3.79,-1.75,96.44,96.85,7.91,152.81,4
1982-02-22,0.52,0.41,96.75,96.83,1.63,242.25,4
1982-02-23,0.65,1.08,98.75,96.71,3.38,242.0,4
1982-02-24,8.19,1.21,98.12,95.35,6.72,177.19,4
1982-02-25,6.47,1.26,96.31,95.0,4.21,192.62,4
